approaching, opponent, attackcount
4, 6, 19
0, 4, 2
4, 8, 17
2, 5, 4
5, 8, 0
2, 1, 2
0, 8, 3
2, 6, 2
2, 9, 3
3, 0, 7
7, 8, 2
0, 6, 5
1, 7, 2
9, 2, 4
6, 9, 1
2, 0, 5
7, 2, 2
2, 4, 3
7, 4, 0
6, 8, 4
7, 3, 0
3, 5, 15
0, 2, 5
1, 5, 1
3, 2, 7
2, 8, 2
8, 7, 12
9, 3, 1
6, 4, 3
0, 1, 4
5, 9, 4
5, 3, 2
3, 9, 10
1, 0, 2
5, 2, 4
0, 7, 2
5, 7, 2
9, 0, 0
4, 9, 13
7, 6, 4
3, 4, 11
8, 9, 17
3, 8, 11
9, 4, 1
9, 1, 3
9, 5, 0
7, 0, 1
9, 8, 0
3, 7, 13
0, 9, 4
2, 7, 1
7, 1, 2
4, 0, 8
4, 2, 8
4, 3, 8
8, 3, 9
5, 4, 0
6, 5, 2
6, 0, 0
5, 6, 3
5, 1, 2
8, 4, 8
6, 1, 1
6, 3, 3
5, 0, 6
1, 2, 2
8, 2, 12
6, 7, 1
3, 1, 7
1, 9, 6
1, 6, 8
7, 9, 1
0, 5, 3
8, 0, 14
7, 5, 1
8, 5, 4
8, 1, 17
1, 3, 1
9, 6, 2
0, 3, 2
9, 7, 3
4, 5, 14
1, 4, 2
8, 6, 8
6, 2, 1
3, 6, 11
2, 3, 2
1, 8, 1
4, 1, 12
4, 7, 13
