approaching, opponent, attackcount
7, 8, 1
9, 1, 1
2, 9, 4
3, 8, 21
7, 1, 4
6, 5, 3
1, 6, 8
1, 3, 2
8, 6, 1
8, 2, 1
9, 8, 0
4, 1, 11
8, 1, 9
9, 4, 3
7, 9, 4
5, 0, 5
6, 7, 2
7, 4, 3
8, 9, 5
7, 5, 2
4, 5, 19
3, 0, 8
5, 6, 5
0, 4, 2
9, 0, 4
6, 9, 6
2, 0, 6
1, 4, 3
7, 0, 1
5, 7, 3
1, 8, 2
7, 3, 2
0, 7, 2
0, 1, 2
2, 5, 2
5, 1, 3
8, 0, 3
7, 2, 3
9, 7, 2
6, 3, 0
4, 0, 10
3, 9, 12
5, 2, 5
7, 6, 1
8, 3, 3
4, 9, 20
4, 6, 15
5, 9, 1
9, 5, 3
0, 2, 8
5, 8, 4
0, 3, 2
1, 7, 4
0, 5, 3
3, 2, 19
4, 8, 9
6, 0, 2
9, 6, 2
2, 7, 4
3, 1, 9
0, 8, 2
8, 7, 6
8, 5, 6
0, 6, 0
8, 4, 3
2, 3, 2
5, 3, 3
2, 6, 0
6, 8, 2
4, 3, 15
9, 3, 1
2, 1, 4
4, 7, 10
6, 4, 1
3, 4, 23
2, 8, 2
6, 2, 5
2, 4, 0
0, 9, 2
3, 6, 12
6, 1, 0
4, 2, 11
1, 2, 1
3, 7, 13
1, 0, 3
3, 5, 8
1, 5, 3
1, 9, 1
9, 2, 2
5, 4, 5
