approaching, opponent, attackcount
5, 7, 10
4, 9, 4
1, 3, 3
2, 1, 16
1, 0, 3
3, 8, 1
7, 0, 5
3, 1, 3
1, 7, 7
9, 2, 3
5, 3, 7
0, 7, 5
9, 8, 4
9, 4, 3
7, 1, 6
3, 9, 4
8, 5, 6
6, 8, 8
7, 2, 2
0, 6, 3
6, 3, 7
6, 4, 4
8, 6, 6
9, 0, 0
1, 9, 2
0, 1, 4
4, 3, 0
3, 2, 5
4, 1, 2
7, 6, 4
0, 3, 9
3, 7, 3
8, 0, 3
2, 4, 14
7, 5, 2
8, 2, 8
4, 6, 4
6, 5, 6
1, 8, 2
8, 9, 8
5, 9, 8
7, 3, 2
9, 1, 6
0, 2, 3
2, 3, 12
9, 3, 6
1, 6, 4
7, 4, 8
1, 5, 5
4, 5, 3
2, 5, 4
8, 1, 10
6, 7, 1
6, 1, 5
6, 2, 7
6, 9, 6
0, 5, 1
7, 8, 2
4, 8, 4
4, 7, 2
5, 1, 7
0, 4, 4
9, 7, 1
2, 9, 11
1, 2, 1
5, 8, 4
6, 0, 7
4, 0, 4
0, 8, 11
2, 8, 12
5, 0, 2
1, 4, 5
3, 4, 5
8, 4, 4
5, 2, 3
5, 4, 6
3, 6, 5
9, 5, 3
2, 6, 9
7, 9, 5
5, 6, 6
3, 0, 2
8, 7, 5
8, 3, 5
4, 2, 1
2, 7, 11
3, 5, 1
9, 6, 1
2, 0, 11
0, 9, 3
