winner, loser, victorycount
4, 0, 6
5, 3, 11
1, 6, 0
5, 1, 3
2, 7, 9
1, 9, 0
6, 3, 4
9, 2, 14
4, 3, 9
4, 7, 7
4, 2, 2
6, 4, 8
1, 5, 2
1, 3, 11
4, 6, 0
8, 5, 6
4, 9, 0
8, 4, 2
9, 3, 11
9, 8, 24
2, 0, 9
4, 1, 8
7, 9, 0
9, 5, 17
7, 3, 11
0, 5, 0
7, 8, 0
8, 7, 11
5, 7, 5
3, 2, 0
8, 0, 16
3, 8, 0
0, 6, 0
1, 0, 7
5, 9, 0
0, 4, 0
7, 0, 6
7, 5, 1
7, 6, 0
1, 7, 3
1, 2, 0
8, 6, 0
7, 1, 2
8, 2, 10
3, 4, 0
9, 7, 5
3, 6, 0
8, 1, 12
8, 3, 9
9, 0, 14
5, 0, 5
2, 4, 5
2, 6, 0
9, 4, 16
0, 1, 0
2, 5, 4
5, 2, 0
2, 3, 5
0, 9, 0
6, 0, 7
5, 4, 0
2, 1, 8
6, 7, 15
5, 6, 0
0, 8, 0
3, 1, 0
7, 2, 0
1, 4, 0
3, 9, 0
6, 8, 10
2, 8, 6
1, 8, 0
2, 9, 0
0, 2, 0
0, 7, 0
6, 5, 14
9, 1, 14
3, 7, 0
7, 4, 0
5, 8, 0
6, 9, 0
6, 1, 7
6, 2, 17
8, 9, 0
4, 8, 3
3, 5, 0
0, 3, 0
3, 0, 8
9, 6, 19
4, 5, 12
