winner, loser, victorycount
2, 9, 0
7, 2, 17
0, 2, 0
6, 4, 0
4, 2, 0
6, 8, 0
2, 1, 0
4, 6, 4
6, 2, 0
1, 0, 7
9, 4, 10
1, 3, 5
6, 0, 1
7, 4, 15
5, 2, 12
3, 5, 0
0, 9, 0
8, 0, 11
7, 8, 12
5, 4, 12
5, 7, 16
6, 5, 0
0, 1, 0
2, 4, 5
5, 0, 6
0, 8, 0
1, 8, 7
4, 5, 0
3, 2, 0
4, 9, 0
3, 0, 10
3, 8, 11
6, 9, 0
8, 6, 4
1, 5, 0
3, 9, 0
9, 6, 16
0, 6, 2
8, 2, 0
5, 8, 14
8, 3, 0
2, 0, 10
2, 8, 7
1, 6, 13
2, 7, 0
0, 4, 0
3, 6, 10
6, 3, 0
8, 5, 0
7, 6, 8
3, 1, 0
9, 7, 3
9, 5, 0
7, 1, 9
9, 8, 7
1, 2, 6
0, 7, 0
8, 4, 5
1, 4, 14
9, 0, 12
4, 3, 0
7, 9, 9
9, 2, 8
5, 9, 20
6, 1, 0
3, 4, 4
1, 7, 5
5, 3, 7
0, 3, 0
9, 3, 12
3, 7, 0
4, 8, 1
6, 7, 0
5, 6, 11
9, 1, 8
1, 9, 4
4, 7, 0
7, 5, 0
8, 7, 0
8, 1, 0
4, 0, 3
0, 5, 0
8, 9, 0
7, 3, 10
2, 6, 10
4, 1, 0
2, 3, 5
5, 1, 21
2, 5, 0
7, 0, 12
