winner, loser, victorycount
3, 8, 0
0, 6, 0
5, 8, 10
9, 0, 11
5, 6, 14
5, 2, 11
5, 3, 7
9, 1, 0
7, 9, 0
3, 0, 4
6, 8, 0
2, 5, 0
6, 3, 3
4, 0, 3
4, 3, 0
7, 1, 0
7, 2, 0
4, 5, 0
3, 2, 5
0, 1, 0
8, 4, 7
9, 7, 10
6, 5, 0
7, 8, 0
2, 3, 3
5, 9, 15
9, 8, 0
3, 5, 0
9, 6, 14
3, 4, 4
6, 0, 7
5, 0, 11
7, 5, 0
1, 3, 11
1, 9, 9
0, 8, 0
8, 1, 10
8, 7, 7
6, 2, 4
4, 1, 0
5, 1, 2
8, 5, 3
2, 6, 3
9, 2, 15
1, 4, 13
5, 7, 10
2, 1, 0
9, 5, 0
8, 9, 17
2, 7, 5
2, 4, 13
8, 3, 10
1, 2, 8
0, 5, 0
4, 2, 0
3, 9, 0
6, 7, 10
2, 0, 10
0, 9, 0
9, 4, 10
0, 7, 0
1, 7, 8
2, 8, 0
8, 6, 8
8, 0, 5
2, 9, 0
0, 4, 0
1, 8, 10
1, 6, 13
5, 4, 13
0, 2, 0
6, 1, 0
6, 9, 0
3, 6, 4
7, 0, 9
3, 1, 0
4, 6, 0
4, 8, 0
3, 7, 9
4, 9, 0
6, 4, 4
8, 2, 10
1, 5, 9
4, 7, 4
7, 4, 2
9, 3, 20
7, 6, 0
7, 3, 0
0, 3, 0
1, 0, 13
