self, opp, fightsavoided
7, 0, 2
1, 2, 15
5, 2, 5
4, 9, 8
4, 7, 7
8, 2, 4
6, 4, 5
2, 6, 0
5, 1, 3
6, 2, 4
1, 5, 12
2, 4, 4
0, 7, 6
9, 2, 3
6, 1, 11
2, 3, 1
8, 1, 5
3, 6, 2
8, 9, 13
2, 9, 5
7, 4, 2
9, 1, 1
6, 5, 6
1, 4, 3
8, 4, 0
9, 7, 6
5, 8, 7
1, 7, 9
2, 5, 11
0, 3, 1
5, 0, 2
4, 0, 6
9, 5, 6
4, 6, 4
8, 5, 2
9, 0, 4
4, 2, 6
5, 6, 4
2, 1, 0
3, 2, 5
3, 0, 3
5, 9, 5
1, 8, 7
6, 3, 4
8, 0, 3
4, 8, 1
5, 4, 3
0, 1, 1
3, 4, 1
4, 3, 2
1, 6, 7
8, 3, 0
6, 9, 10
3, 7, 14
3, 8, 12
0, 8, 6
7, 6, 2
5, 7, 16
0, 5, 2
8, 7, 7
7, 8, 4
8, 6, 1
1, 9, 7
9, 8, 10
0, 4, 5
0, 2, 7
7, 2, 6
1, 3, 3
2, 7, 4
0, 6, 4
2, 8, 9
9, 3, 4
5, 3, 3
7, 9, 4
6, 0, 2
2, 0, 7
9, 6, 1
4, 5, 3
1, 0, 8
6, 7, 11
7, 1, 1
6, 8, 5
4, 1, 3
3, 1, 7
0, 9, 9
9, 4, 2
3, 9, 8
7, 5, 4
3, 5, 3
7, 3, 0
