self, opp, fightsavoided
3, 6, 10
5, 9, 4
3, 2, 6
4, 9, 7
9, 6, 9
5, 1, 4
5, 7, 6
7, 2, 7
5, 6, 4
4, 5, 1
8, 0, 2
5, 0, 7
2, 7, 5
6, 3, 1
3, 8, 2
4, 1, 4
0, 2, 10
2, 4, 6
9, 2, 7
9, 0, 1
5, 2, 8
3, 4, 4
7, 0, 0
1, 6, 7
8, 4, 4
4, 3, 12
6, 4, 4
9, 8, 2
9, 7, 10
3, 0, 1
6, 1, 1
0, 5, 1
4, 2, 5
7, 5, 0
2, 9, 5
7, 8, 0
8, 3, 7
5, 8, 3
8, 2, 9
2, 1, 1
1, 0, 3
6, 7, 4
1, 2, 7
1, 7, 14
0, 9, 5
4, 6, 4
2, 3, 9
0, 8, 2
8, 7, 6
9, 3, 5
6, 2, 7
9, 4, 4
1, 5, 4
4, 8, 2
8, 9, 15
1, 3, 14
3, 9, 1
0, 3, 1
9, 1, 0
1, 9, 5
0, 6, 8
1, 8, 5
2, 8, 2
3, 1, 0
6, 9, 4
4, 7, 7
0, 4, 9
0, 1, 3
7, 1, 0
8, 1, 2
3, 7, 11
7, 4, 4
6, 8, 2
7, 6, 6
3, 5, 1
5, 4, 14
8, 5, 4
4, 0, 1
2, 5, 1
7, 9, 7
1, 4, 15
7, 3, 6
0, 7, 18
2, 0, 0
6, 5, 1
9, 5, 1
8, 6, 7
6, 0, 1
5, 3, 7
2, 6, 6
