winner, loser, victorycount
8, 2, 6
9, 8, 9
4, 1, 3
1, 4, 7
9, 6, 7
0, 8, 1
4, 3, 1
3, 4, 10
3, 8, 7
2, 3, 9
8, 1, 5
6, 5, 4
8, 0, 4
0, 5, 2
9, 0, 6
2, 5, 11
5, 7, 2
8, 4, 5
3, 7, 11
1, 7, 9
4, 5, 3
5, 9, 3
0, 9, 8
2, 6, 7
1, 3, 3
4, 8, 0
3, 0, 5
3, 5, 13
9, 5, 7
2, 8, 10
8, 9, 2
8, 7, 4
4, 7, 5
7, 2, 2
9, 2, 4
7, 8, 6
0, 1, 2
3, 6, 4
8, 6, 4
1, 0, 3
3, 2, 11
4, 0, 2
0, 6, 2
0, 7, 9
6, 0, 7
4, 9, 5
6, 7, 4
7, 1, 3
6, 8, 6
1, 2, 3
9, 7, 4
3, 9, 12
2, 7, 12
5, 1, 1
5, 0, 2
3, 1, 6
6, 2, 1
2, 0, 5
5, 2, 2
7, 9, 7
2, 9, 8
5, 8, 0
4, 6, 0
7, 0, 8
5, 6, 1
7, 3, 3
0, 4, 1
1, 8, 3
0, 2, 5
9, 3, 5
5, 3, 1
4, 2, 5
2, 4, 9
7, 5, 9
6, 4, 4
5, 4, 2
0, 3, 2
7, 4, 5
1, 6, 3
9, 4, 6
2, 1, 7
1, 9, 2
8, 3, 2
6, 3, 4
9, 1, 9
6, 1, 3
6, 9, 9
8, 5, 6
1, 5, 4
7, 6, 6
