winner, loser, victorycount
5, 3, 2
1, 2, 3
9, 5, 3
2, 7, 13
5, 6, 5
0, 1, 9
3, 8, 3
5, 1, 9
0, 6, 8
9, 3, 7
8, 6, 2
0, 8, 8
3, 5, 5
1, 3, 7
1, 7, 6
8, 4, 4
7, 6, 2
7, 9, 1
7, 2, 2
0, 2, 6
6, 4, 4
2, 6, 6
5, 9, 6
1, 0, 6
5, 8, 7
2, 4, 7
7, 8, 1
6, 7, 8
5, 2, 12
5, 0, 7
4, 3, 7
6, 8, 5
1, 6, 9
0, 5, 6
6, 9, 2
1, 5, 6
7, 0, 0
2, 5, 1
2, 9, 8
0, 3, 7
3, 2, 3
8, 5, 4
8, 3, 1
4, 6, 3
8, 9, 2
7, 5, 1
8, 1, 7
8, 0, 6
1, 4, 4
6, 5, 1
4, 5, 5
3, 9, 3
8, 2, 2
4, 8, 2
0, 7, 9
2, 0, 8
7, 3, 3
3, 6, 2
6, 3, 6
5, 7, 5
6, 0, 4
2, 3, 8
4, 1, 7
5, 4, 8
1, 8, 3
9, 0, 4
1, 9, 7
6, 1, 3
0, 4, 9
9, 2, 10
3, 7, 9
0, 9, 9
2, 8, 4
4, 9, 4
9, 8, 1
9, 6, 2
7, 1, 1
8, 7, 5
3, 0, 3
4, 0, 3
2, 1, 5
7, 4, 6
4, 2, 5
9, 1, 5
6, 2, 3
3, 1, 5
4, 7, 2
9, 7, 7
9, 4, 3
3, 4, 8
