winner, loser, victorycount
3, 7, 9
6, 9, 3
1, 5, 2
4, 7, 11
1, 9, 8
7, 4, 2
4, 6, 15
0, 5, 6
9, 7, 1
1, 2, 4
5, 1, 1
4, 9, 12
5, 3, 6
8, 1, 11
9, 4, 2
4, 8, 12
0, 4, 4
7, 9, 3
8, 6, 12
2, 5, 5
1, 7, 3
7, 3, 4
4, 0, 6
6, 3, 1
4, 5, 8
0, 7, 3
7, 6, 2
1, 3, 3
5, 2, 3
4, 1, 11
6, 0, 1
8, 3, 9
7, 0, 0
0, 6, 4
6, 1, 4
0, 9, 3
3, 0, 4
5, 7, 2
6, 2, 1
1, 4, 3
8, 0, 12
8, 4, 13
5, 0, 3
0, 1, 4
7, 2, 2
9, 5, 0
8, 2, 13
8, 7, 9
2, 0, 2
6, 8, 0
3, 8, 11
2, 1, 0
3, 4, 4
3, 9, 10
0, 3, 5
8, 5, 3
2, 3, 2
0, 8, 5
8, 9, 16
2, 8, 1
6, 4, 7
3, 1, 5
4, 2, 7
2, 9, 6
7, 1, 1
5, 6, 1
9, 1, 1
5, 4, 6
3, 5, 11
1, 6, 5
9, 2, 1
2, 6, 2
9, 3, 1
9, 8, 1
7, 5, 1
1, 0, 2
1, 8, 7
3, 2, 7
7, 8, 5
9, 0, 1
5, 8, 1
4, 3, 15
6, 5, 4
2, 7, 1
3, 6, 13
0, 2, 8
5, 9, 4
6, 7, 3
9, 6, 0
2, 4, 4
