winner, loser, victorycount
2, 9, 10
2, 6, 10
2, 4, 15
8, 9, 8
7, 6, 1
6, 9, 5
0, 5, 2
4, 9, 2
7, 4, 9
6, 4, 7
5, 0, 1
9, 5, 3
1, 5, 3
5, 3, 6
1, 3, 3
9, 8, 4
0, 4, 6
8, 3, 5
5, 9, 8
1, 4, 4
9, 7, 2
8, 1, 9
8, 5, 6
5, 6, 2
3, 7, 3
1, 8, 3
4, 6, 1
5, 1, 9
6, 3, 9
7, 8, 3
3, 2, 5
3, 5, 2
0, 8, 11
9, 2, 4
3, 1, 3
5, 2, 3
1, 6, 3
0, 7, 7
1, 9, 4
6, 0, 3
0, 6, 7
5, 4, 8
6, 5, 10
6, 8, 5
2, 5, 4
2, 1, 13
4, 3, 0
8, 6, 9
3, 0, 4
4, 7, 1
6, 7, 4
5, 8, 4
7, 0, 3
2, 3, 12
6, 2, 6
2, 8, 13
3, 4, 5
4, 0, 2
9, 6, 2
1, 7, 6
8, 7, 4
0, 9, 2
5, 7, 7
2, 0, 7
8, 2, 7
7, 1, 7
7, 3, 2
9, 3, 4
3, 8, 1
0, 3, 7
4, 8, 0
0, 2, 7
7, 9, 4
3, 6, 3
4, 1, 3
6, 1, 6
8, 0, 3
4, 5, 1
1, 0, 1
2, 7, 6
7, 2, 7
7, 5, 5
9, 4, 5
1, 2, 4
4, 2, 0
8, 4, 8
0, 1, 6
9, 0, 1
9, 1, 4
3, 9, 6
