winner, loser, victorycount
2, 7, 2
0, 5, 5
8, 1, 2
5, 4, 3
8, 5, 3
2, 1, 0
6, 1, 14
7, 2, 7
4, 3, 1
3, 4, 4
9, 3, 0
4, 1, 1
4, 9, 1
7, 4, 13
6, 0, 17
2, 8, 2
5, 0, 5
4, 5, 4
0, 2, 9
9, 0, 7
9, 7, 3
2, 9, 3
0, 3, 7
9, 1, 3
8, 7, 2
4, 0, 2
6, 5, 13
1, 0, 3
8, 9, 0
5, 3, 0
2, 3, 1
0, 8, 15
2, 0, 6
0, 6, 8
1, 8, 3
1, 6, 3
8, 6, 6
1, 5, 2
4, 8, 3
9, 2, 0
0, 7, 9
5, 2, 3
6, 7, 10
4, 7, 3
7, 3, 11
8, 0, 9
1, 9, 3
7, 9, 16
1, 2, 2
5, 9, 3
7, 6, 12
0, 1, 9
0, 4, 14
6, 3, 6
6, 4, 4
4, 2, 2
3, 8, 4
2, 5, 0
1, 7, 4
8, 4, 3
3, 0, 7
7, 5, 8
9, 4, 0
0, 9, 14
7, 8, 10
3, 1, 3
8, 2, 3
7, 1, 10
2, 4, 0
5, 8, 3
6, 2, 6
8, 3, 6
3, 2, 3
3, 6, 5
1, 3, 5
7, 0, 16
5, 6, 6
9, 6, 4
3, 9, 3
5, 7, 3
2, 6, 1
9, 8, 0
5, 1, 0
3, 5, 1
6, 9, 7
9, 5, 1
6, 8, 6
4, 6, 2
1, 4, 3
3, 7, 4
