approaching, opponent, attackcount
8, 9, 3
3, 9, 2
9, 7, 1
0, 8, 14
9, 2, 3
2, 4, 2
2, 3, 5
0, 4, 1
5, 3, 2
1, 0, 7
7, 3, 1
5, 2, 3
0, 7, 1
4, 3, 3
2, 7, 3
1, 8, 7
9, 5, 11
1, 9, 4
5, 8, 8
9, 8, 8
0, 2, 0
4, 5, 15
6, 7, 3
4, 6, 5
7, 4, 2
1, 7, 3
8, 1, 2
3, 1, 1
2, 8, 10
4, 2, 6
7, 5, 12
3, 4, 2
9, 6, 4
2, 9, 0
0, 9, 0
6, 8, 10
7, 9, 3
6, 1, 1
2, 1, 1
6, 0, 8
8, 6, 1
0, 6, 3
9, 0, 15
6, 3, 3
0, 1, 0
3, 0, 8
4, 1, 4
6, 2, 3
8, 0, 10
3, 8, 13
6, 4, 2
5, 7, 4
3, 6, 1
5, 0, 15
8, 5, 13
4, 0, 9
4, 7, 2
9, 1, 2
5, 9, 2
7, 1, 3
5, 4, 1
0, 5, 12
3, 7, 3
8, 3, 3
7, 2, 0
9, 4, 2
1, 3, 3
3, 5, 8
7, 0, 12
0, 3, 2
8, 4, 2
1, 2, 1
6, 9, 3
1, 4, 1
3, 2, 0
8, 7, 1
6, 5, 9
7, 6, 1
4, 8, 9
2, 5, 17
1, 6, 3
5, 6, 1
9, 3, 3
5, 1, 4
8, 2, 2
2, 0, 19
7, 8, 9
2, 6, 8
4, 9, 2
1, 5, 19
