approaching, opponent, attackcount
9, 6, 3
3, 9, 2
3, 7, 0
2, 4, 3
4, 2, 3
0, 7, 0
0, 6, 1
8, 9, 7
4, 9, 4
1, 2, 2
2, 9, 1
1, 5, 2
8, 6, 2
9, 7, 2
4, 7, 1
9, 1, 1
7, 1, 1
8, 2, 0
1, 7, 1
5, 1, 2
7, 2, 3
3, 5, 3
6, 7, 2
2, 6, 1
9, 3, 12
9, 5, 4
2, 7, 1
7, 9, 6
6, 9, 6
7, 8, 16
1, 4, 6
2, 3, 11
7, 0, 14
5, 3, 8
7, 5, 2
1, 6, 0
7, 4, 4
8, 4, 2
8, 3, 11
5, 8, 13
6, 3, 11
9, 4, 3
1, 0, 20
1, 3, 11
0, 5, 1
2, 5, 2
3, 8, 12
3, 0, 6
1, 8, 9
2, 8, 13
3, 1, 4
4, 5, 2
8, 5, 0
0, 1, 2
5, 2, 1
5, 9, 1
3, 2, 1
0, 3, 14
5, 7, 4
6, 0, 8
4, 3, 17
3, 4, 5
5, 4, 1
6, 2, 1
6, 8, 13
9, 2, 0
8, 0, 10
9, 0, 8
2, 1, 1
0, 4, 0
4, 8, 12
1, 9, 1
3, 6, 0
4, 6, 2
0, 9, 3
7, 3, 8
4, 0, 10
8, 7, 3
2, 0, 12
4, 1, 1
8, 1, 1
5, 6, 1
0, 8, 10
6, 1, 0
5, 0, 16
6, 4, 6
6, 5, 3
0, 2, 2
7, 6, 1
9, 8, 14
