self, opp, fightsavoided
1, 3, 9
6, 5, 4
6, 3, 5
7, 3, 8
5, 4, 4
2, 1, 0
4, 3, 3
0, 2, 7
9, 4, 1
3, 9, 0
8, 1, 11
4, 2, 6
8, 6, 9
3, 6, 0
9, 3, 5
1, 6, 10
9, 8, 4
6, 2, 4
6, 0, 3
5, 0, 7
7, 0, 15
4, 6, 11
5, 6, 7
9, 1, 5
2, 4, 3
1, 0, 2
2, 6, 7
1, 8, 8
0, 8, 4
5, 2, 2
8, 3, 5
3, 0, 0
7, 8, 2
2, 7, 5
3, 1, 0
1, 4, 3
7, 9, 6
8, 4, 7
8, 9, 5
5, 9, 10
4, 0, 3
0, 6, 6
2, 3, 8
5, 8, 8
8, 7, 4
4, 1, 6
9, 5, 6
7, 6, 4
1, 2, 3
6, 4, 4
3, 4, 0
8, 0, 5
4, 8, 6
2, 5, 6
1, 7, 7
1, 5, 8
0, 9, 4
3, 5, 0
4, 7, 3
0, 5, 2
4, 5, 6
7, 1, 3
9, 2, 8
7, 4, 5
5, 3, 1
7, 5, 11
3, 2, 0
7, 2, 5
6, 8, 4
3, 7, 0
5, 1, 7
5, 7, 4
0, 7, 6
0, 4, 11
6, 7, 8
1, 9, 3
2, 9, 6
2, 0, 6
9, 7, 3
8, 5, 6
8, 2, 7
0, 1, 8
3, 8, 0
6, 9, 4
0, 3, 7
6, 1, 3
9, 6, 4
9, 0, 8
2, 8, 3
4, 9, 3
