self, opp, fightsavoided
3, 6, 2
6, 1, 7
9, 4, 9
8, 4, 8
9, 2, 3
8, 2, 2
8, 0, 4
7, 6, 0
6, 9, 5
5, 3, 7
2, 7, 7
9, 0, 1
3, 4, 4
2, 0, 3
7, 8, 4
1, 8, 6
2, 3, 5
1, 6, 5
8, 9, 12
3, 0, 2
4, 8, 3
7, 9, 2
8, 7, 1
4, 3, 4
3, 2, 5
4, 6, 6
8, 3, 1
0, 4, 11
1, 2, 11
0, 1, 7
9, 5, 13
6, 4, 3
5, 0, 6
0, 2, 1
4, 5, 6
7, 4, 6
5, 1, 3
1, 4, 10
1, 0, 5
6, 3, 5
4, 0, 9
2, 9, 3
6, 2, 4
1, 9, 8
5, 2, 6
0, 6, 6
1, 5, 10
4, 9, 11
5, 4, 2
3, 1, 1
4, 2, 8
1, 3, 5
5, 8, 6
4, 1, 7
2, 6, 4
3, 8, 1
5, 7, 6
0, 8, 5
5, 9, 5
3, 7, 0
6, 7, 7
3, 9, 2
0, 7, 9
8, 5, 2
6, 5, 2
2, 5, 7
7, 0, 3
0, 3, 5
4, 7, 9
9, 8, 3
3, 5, 5
7, 5, 3
7, 1, 6
2, 4, 2
0, 9, 3
5, 6, 5
7, 3, 3
1, 7, 4
6, 0, 5
9, 7, 5
9, 6, 5
2, 8, 5
8, 6, 2
2, 1, 3
8, 1, 2
9, 3, 7
0, 5, 6
9, 1, 10
6, 8, 4
7, 2, 4
