winner, loser, victorycount
1, 7, 4
1, 6, 2
9, 3, 2
5, 6, 5
6, 1, 1
8, 2, 7
5, 4, 2
1, 2, 0
6, 8, 1
7, 1, 2
7, 0, 1
2, 4, 3
2, 9, 0
9, 4, 3
1, 4, 6
4, 5, 14
8, 4, 5
6, 4, 1
0, 8, 4
8, 6, 1
8, 5, 4
4, 8, 16
0, 9, 1
8, 0, 10
2, 6, 4
4, 0, 18
3, 1, 14
5, 7, 3
1, 3, 3
2, 3, 1
6, 2, 2
5, 3, 2
6, 0, 4
2, 0, 5
5, 8, 2
0, 2, 4
7, 4, 3
9, 7, 3
1, 5, 2
2, 8, 4
6, 5, 0
4, 2, 12
4, 1, 10
4, 7, 20
3, 5, 15
4, 3, 4
4, 6, 13
3, 4, 13
6, 9, 0
5, 1, 1
3, 7, 18
9, 6, 2
7, 5, 0
7, 9, 3
0, 1, 1
8, 7, 6
0, 4, 3
9, 1, 2
5, 0, 1
7, 3, 2
3, 0, 15
3, 2, 16
2, 7, 1
9, 2, 3
5, 9, 2
8, 3, 9
7, 8, 1
6, 3, 1
2, 5, 4
9, 0, 0
4, 9, 13
8, 1, 5
7, 6, 4
5, 2, 2
9, 5, 2
9, 8, 4
3, 8, 15
0, 7, 1
1, 9, 6
3, 9, 12
2, 1, 3
0, 3, 3
0, 6, 1
1, 0, 5
0, 5, 1
6, 7, 2
7, 2, 4
8, 9, 8
1, 8, 2
3, 6, 10
