winner, loser, victorycount
3, 0, 15
3, 7, 14
2, 1, 4
6, 1, 3
7, 1, 7
2, 9, 6
0, 5, 11
4, 0, 5
9, 2, 4
2, 4, 3
4, 7, 4
8, 9, 1
5, 7, 0
2, 3, 4
9, 0, 3
4, 6, 2
5, 8, 3
8, 5, 2
0, 8, 13
4, 9, 3
8, 7, 3
8, 3, 2
4, 5, 1
3, 5, 18
9, 5, 1
5, 0, 2
6, 7, 3
7, 0, 1
6, 3, 1
5, 6, 2
3, 8, 14
2, 7, 5
7, 9, 5
0, 4, 19
8, 6, 2
0, 7, 12
7, 6, 1
0, 2, 18
5, 1, 0
4, 8, 5
2, 8, 2
3, 9, 11
6, 4, 2
1, 2, 2
9, 1, 2
1, 3, 3
1, 5, 1
9, 4, 1
8, 0, 3
2, 5, 7
0, 1, 13
1, 0, 1
9, 3, 2
8, 2, 2
8, 4, 3
6, 2, 0
0, 3, 8
9, 6, 1
1, 8, 2
5, 4, 0
3, 1, 20
6, 9, 1
3, 4, 10
4, 2, 7
7, 3, 4
2, 6, 8
1, 6, 4
1, 9, 2
4, 3, 2
5, 9, 0
6, 8, 3
5, 2, 2
0, 9, 10
5, 3, 3
9, 8, 3
1, 4, 2
7, 8, 7
8, 1, 2
0, 6, 8
6, 0, 0
2, 0, 10
6, 5, 7
3, 6, 17
4, 1, 1
9, 7, 0
7, 2, 8
7, 4, 3
3, 2, 12
1, 7, 3
7, 5, 3
