approaching, opponent, attackcount
6, 5, 1
5, 1, 3
2, 0, 18
6, 9, 2
8, 1, 4
5, 8, 4
1, 5, 0
7, 2, 4
2, 9, 3
3, 1, 1
8, 5, 1
5, 3, 18
7, 4, 11
9, 2, 0
4, 3, 7
0, 9, 0
8, 7, 2
7, 0, 15
4, 8, 1
2, 3, 24
4, 0, 10
4, 1, 0
8, 6, 2
9, 3, 24
3, 2, 1
9, 8, 1
5, 7, 2
0, 1, 0
1, 7, 2
6, 2, 2
1, 8, 1
5, 2, 1
9, 6, 2
5, 9, 3
0, 3, 2
4, 5, 0
3, 4, 2
5, 4, 10
9, 5, 1
6, 7, 1
7, 8, 1
8, 9, 2
3, 7, 0
7, 3, 19
3, 9, 0
6, 3, 14
3, 6, 0
9, 4, 12
8, 3, 20
9, 0, 12
1, 3, 28
2, 4, 9
2, 7, 0
2, 5, 1
0, 8, 0
1, 2, 3
7, 9, 3
8, 0, 20
6, 4, 12
9, 1, 3
2, 1, 0
1, 9, 0
0, 6, 0
4, 6, 0
0, 5, 0
5, 6, 5
7, 5, 2
6, 0, 15
2, 6, 4
3, 8, 0
4, 7, 0
2, 8, 3
1, 4, 10
6, 8, 0
7, 1, 0
3, 5, 0
0, 4, 2
7, 6, 2
8, 2, 1
8, 4, 11
5, 0, 12
0, 7, 1
1, 0, 19
9, 7, 2
1, 6, 3
6, 1, 1
4, 2, 0
4, 9, 1
0, 2, 1
3, 0, 10
