approaching, opponent, attackcount
8, 9, 2
1, 9, 1
5, 9, 1
7, 5, 0
4, 8, 20
1, 5, 0
1, 8, 5
4, 9, 1
8, 4, 1
8, 2, 1
0, 8, 18
7, 1, 19
0, 4, 1
0, 5, 3
5, 6, 1
7, 9, 0
9, 7, 1
9, 3, 19
6, 7, 2
4, 1, 12
7, 2, 1
5, 4, 1
6, 1, 18
9, 8, 13
2, 9, 2
2, 8, 10
2, 0, 3
6, 4, 2
3, 9, 0
3, 4, 0
9, 6, 0
9, 5, 2
3, 5, 1
1, 4, 1
9, 1, 15
6, 0, 1
3, 2, 0
3, 1, 5
6, 9, 1
3, 8, 2
5, 2, 4
6, 8, 13
0, 6, 0
7, 8, 18
9, 2, 2
5, 0, 2
4, 6, 1
4, 7, 3
9, 4, 4
1, 6, 1
7, 6, 1
7, 0, 3
8, 0, 1
4, 5, 1
3, 7, 0
3, 0, 0
7, 3, 26
4, 2, 1
4, 3, 27
2, 4, 1
1, 2, 0
2, 3, 14
8, 6, 0
1, 3, 1
1, 7, 0
6, 2, 0
4, 0, 0
6, 5, 0
2, 6, 3
0, 7, 1
7, 4, 2
6, 3, 19
2, 1, 17
0, 2, 4
2, 7, 1
0, 1, 18
5, 3, 18
9, 0, 1
0, 3, 17
8, 3, 1
5, 8, 9
5, 1, 18
8, 1, 2
8, 7, 1
1, 0, 1
5, 7, 1
2, 5, 3
0, 9, 1
3, 6, 2
8, 5, 0
