approaching, opponent, attackcount
4, 0, 0
4, 7, 0
8, 4, 4
8, 1, 0
2, 1, 3
1, 7, 1
8, 9, 0
9, 8, 15
6, 8, 13
9, 7, 4
0, 8, 20
6, 0, 0
6, 2, 1
2, 8, 13
5, 7, 0
9, 3, 1
6, 7, 4
3, 4, 19
6, 4, 22
8, 0, 1
3, 6, 3
7, 4, 20
7, 2, 2
8, 6, 0
6, 3, 0
5, 2, 0
9, 4, 16
5, 3, 0
1, 6, 1
1, 2, 2
7, 6, 0
9, 5, 13
9, 6, 2
9, 1, 0
1, 9, 0
1, 8, 17
3, 0, 0
8, 2, 1
1, 0, 2
6, 9, 2
3, 9, 0
4, 5, 0
8, 5, 4
3, 7, 2
5, 4, 3
0, 3, 3
7, 1, 6
8, 7, 0
4, 2, 1
6, 1, 1
2, 6, 1
7, 0, 2
1, 4, 7
2, 0, 1
0, 7, 3
4, 1, 0
9, 2, 2
6, 5, 17
5, 0, 0
2, 4, 17
7, 5, 18
0, 9, 2
0, 4, 16
3, 8, 15
5, 1, 0
0, 1, 1
1, 3, 1
4, 6, 1
4, 8, 4
3, 1, 2
3, 5, 28
4, 9, 0
4, 3, 0
5, 6, 0
2, 7, 1
0, 5, 15
7, 8, 26
2, 3, 4
2, 5, 18
5, 8, 2
8, 3, 0
9, 0, 2
0, 2, 0
1, 5, 14
0, 6, 1
3, 2, 0
5, 9, 0
7, 3, 5
7, 9, 1
2, 9, 1
