self, opp, fightsavoided
7, 6, 8
7, 0, 3
0, 5, 0
7, 9, 0
7, 8, 6
8, 1, 7
1, 9, 0
9, 6, 3
5, 8, 4
7, 1, 9
7, 4, 10
8, 7, 2
2, 7, 3
2, 8, 5
1, 0, 11
9, 2, 10
6, 2, 2
1, 2, 1
2, 5, 6
8, 3, 5
6, 7, 6
1, 6, 2
3, 8, 7
4, 6, 6
1, 7, 11
9, 5, 14
5, 3, 4
3, 0, 12
2, 3, 11
4, 2, 0
4, 1, 2
9, 4, 3
3, 1, 5
7, 5, 3
4, 5, 2
0, 6, 2
9, 8, 11
2, 4, 11
4, 7, 9
1, 3, 4
0, 4, 7
3, 5, 0
3, 4, 1
8, 0, 6
6, 5, 0
0, 1, 5
9, 1, 1
5, 4, 13
8, 2, 4
8, 9, 1
3, 6, 3
6, 1, 8
7, 3, 2
6, 3, 5
6, 8, 1
2, 6, 5
0, 7, 7
0, 2, 1
4, 3, 6
5, 7, 5
5, 9, 1
2, 0, 5
8, 4, 3
9, 0, 12
0, 8, 7
0, 9, 1
7, 2, 1
2, 1, 5
1, 8, 3
5, 0, 18
1, 5, 5
6, 9, 0
6, 4, 8
8, 5, 2
0, 3, 12
5, 6, 6
3, 7, 3
3, 2, 0
6, 0, 19
4, 8, 2
5, 2, 5
5, 1, 4
3, 9, 0
1, 4, 8
2, 9, 1
9, 7, 5
4, 0, 6
9, 3, 4
4, 9, 0
8, 6, 3
