self, opp, fightsavoided
4, 5, 11
1, 3, 1
1, 0, 15
3, 9, 1
7, 1, 7
0, 4, 6
8, 5, 9
5, 0, 4
3, 2, 3
3, 6, 4
1, 4, 2
9, 2, 3
4, 2, 2
1, 6, 4
0, 1, 8
6, 4, 2
8, 0, 1
0, 9, 1
6, 1, 9
3, 8, 12
8, 4, 6
2, 7, 5
6, 2, 4
3, 4, 3
7, 5, 9
9, 5, 3
6, 5, 6
4, 8, 8
5, 8, 4
8, 6, 4
3, 7, 2
6, 3, 5
4, 9, 3
9, 6, 6
8, 9, 2
2, 3, 6
4, 3, 3
0, 7, 5
7, 3, 3
0, 6, 2
6, 0, 7
5, 6, 3
9, 3, 8
6, 9, 5
9, 7, 1
1, 5, 8
1, 7, 4
2, 1, 5
9, 4, 1
6, 7, 2
9, 0, 2
1, 9, 6
7, 4, 3
7, 0, 2
5, 1, 5
0, 3, 7
2, 6, 4
5, 2, 6
0, 8, 8
6, 8, 10
3, 0, 5
8, 1, 5
8, 3, 5
3, 5, 4
3, 1, 8
7, 8, 6
7, 2, 5
7, 6, 4
5, 3, 9
2, 4, 4
5, 4, 4
9, 1, 6
9, 8, 8
2, 5, 5
4, 0, 10
8, 2, 10
4, 7, 1
8, 7, 0
2, 0, 6
7, 9, 5
5, 9, 5
4, 1, 9
4, 6, 1
2, 9, 9
1, 8, 7
0, 2, 3
0, 5, 1
1, 2, 6
5, 7, 2
2, 8, 6
