self, opp, fightsavoided
9, 5, 6
7, 8, 4
6, 0, 11
6, 7, 9
6, 8, 5
5, 8, 5
3, 1, 3
5, 6, 5
5, 2, 1
2, 4, 1
0, 5, 2
6, 2, 6
2, 9, 4
2, 5, 1
5, 0, 5
0, 8, 5
1, 2, 3
3, 8, 7
4, 0, 5
0, 1, 2
5, 3, 10
2, 3, 5
0, 9, 6
9, 3, 10
9, 0, 12
3, 5, 4
4, 3, 4
2, 0, 7
5, 7, 4
9, 2, 1
3, 9, 1
4, 8, 3
6, 5, 2
1, 7, 8
7, 3, 8
1, 8, 6
9, 4, 3
8, 3, 8
0, 2, 0
0, 7, 5
4, 5, 4
3, 0, 1
4, 9, 2
8, 0, 7
7, 5, 0
7, 0, 10
7, 1, 1
8, 1, 3
7, 4, 7
8, 2, 4
1, 4, 8
3, 7, 5
1, 6, 7
8, 7, 8
8, 5, 4
5, 1, 2
1, 9, 6
0, 6, 9
2, 7, 3
6, 1, 5
1, 3, 4
8, 4, 11
6, 9, 7
6, 4, 3
2, 6, 6
4, 1, 1
9, 6, 5
4, 6, 7
6, 3, 7
0, 4, 9
9, 8, 4
1, 0, 11
3, 4, 1
8, 6, 5
4, 2, 1
1, 5, 2
2, 1, 2
3, 2, 3
7, 2, 4
5, 4, 9
7, 9, 8
2, 8, 2
9, 1, 3
8, 9, 7
0, 3, 7
7, 6, 2
5, 9, 11
3, 6, 2
9, 7, 8
4, 7, 5
