self, opp, fightsavoided
1, 5, 4
8, 1, 4
4, 3, 7
3, 9, 2
1, 9, 4
5, 4, 5
4, 0, 8
6, 4, 1
9, 7, 13
3, 1, 3
4, 6, 2
3, 5, 1
9, 5, 3
8, 0, 4
0, 1, 5
0, 5, 2
6, 5, 2
9, 6, 1
5, 9, 10
3, 4, 4
2, 4, 5
6, 3, 13
1, 8, 4
9, 0, 7
4, 5, 3
8, 3, 7
7, 3, 6
2, 8, 4
6, 0, 18
1, 6, 3
7, 0, 12
8, 6, 4
4, 2, 2
9, 4, 7
2, 7, 9
7, 5, 1
3, 7, 7
0, 7, 3
1, 2, 4
2, 0, 16
2, 5, 3
1, 7, 2
6, 2, 3
5, 1, 3
5, 6, 1
7, 4, 2
6, 7, 12
7, 9, 2
1, 3, 9
4, 9, 6
1, 4, 4
8, 2, 3
6, 9, 8
5, 2, 0
7, 8, 1
6, 8, 5
3, 6, 1
8, 4, 6
8, 9, 4
0, 4, 3
3, 0, 8
7, 1, 6
7, 6, 2
0, 2, 3
0, 8, 1
5, 3, 3
4, 1, 13
1, 0, 21
4, 7, 7
6, 1, 8
5, 0, 17
9, 3, 4
2, 1, 5
2, 6, 3
9, 8, 2
5, 8, 5
0, 9, 5
5, 7, 5
3, 8, 2
0, 3, 7
9, 2, 0
7, 2, 0
8, 5, 3
8, 7, 6
9, 1, 2
3, 2, 1
2, 3, 9
0, 6, 0
4, 8, 0
2, 9, 5
