approaching, opponent, attackcount
7, 4, 4
7, 0, 2
3, 5, 6
3, 2, 7
0, 6, 9
5, 0, 1
9, 6, 6
0, 1, 7
9, 5, 7
6, 9, 5
7, 1, 7
4, 7, 3
0, 7, 2
5, 8, 5
1, 7, 5
4, 5, 5
8, 1, 4
1, 2, 3
6, 7, 2
1, 8, 7
6, 0, 10
7, 6, 3
7, 3, 4
1, 3, 2
8, 3, 8
2, 9, 6
9, 2, 3
2, 4, 4
2, 7, 2
0, 9, 6
9, 0, 10
1, 5, 7
9, 8, 6
1, 6, 3
4, 6, 4
0, 8, 2
3, 8, 8
4, 3, 4
9, 3, 6
9, 1, 6
8, 9, 1
6, 5, 9
4, 2, 5
2, 6, 2
4, 0, 2
3, 0, 7
1, 0, 7
8, 0, 2
0, 4, 5
1, 9, 5
7, 8, 3
6, 8, 3
8, 7, 2
9, 4, 8
3, 9, 4
2, 5, 8
3, 7, 1
3, 4, 2
6, 2, 10
7, 2, 5
4, 1, 3
8, 6, 9
0, 3, 6
6, 1, 3
5, 9, 7
5, 2, 4
8, 4, 5
6, 3, 4
5, 3, 7
5, 4, 4
7, 5, 3
2, 3, 6
8, 5, 5
8, 2, 2
2, 8, 3
2, 0, 4
9, 7, 5
4, 8, 4
5, 7, 6
6, 4, 5
1, 4, 2
5, 1, 5
2, 1, 7
4, 9, 8
0, 5, 7
3, 1, 4
7, 9, 7
5, 6, 12
3, 6, 8
0, 2, 3
