approaching, opponent, attackcount
8, 7, 4
1, 7, 6
2, 8, 4
8, 5, 4
6, 8, 2
9, 3, 1
9, 5, 9
0, 8, 4
8, 2, 4
6, 7, 2
3, 1, 6
3, 4, 1
0, 3, 5
5, 9, 5
6, 1, 3
2, 1, 5
9, 1, 2
0, 6, 9
4, 8, 6
2, 7, 7
7, 4, 2
7, 6, 5
1, 9, 9
0, 9, 3
5, 8, 3
7, 9, 6
5, 7, 9
4, 3, 7
5, 0, 3
3, 9, 5
0, 5, 4
5, 6, 6
8, 3, 2
4, 5, 7
1, 4, 4
0, 4, 4
6, 0, 7
9, 2, 1
1, 5, 7
7, 8, 3
8, 6, 5
2, 3, 4
7, 0, 4
7, 2, 4
4, 9, 10
3, 0, 8
2, 4, 4
9, 8, 5
5, 4, 1
4, 2, 4
7, 1, 2
1, 6, 7
1, 3, 2
3, 8, 2
5, 1, 2
4, 0, 6
3, 5, 6
8, 9, 12
9, 0, 4
8, 4, 8
5, 3, 6
1, 2, 6
4, 7, 3
6, 4, 5
4, 1, 6
2, 9, 5
6, 3, 6
0, 1, 4
6, 5, 2
4, 6, 5
9, 4, 2
2, 6, 5
0, 7, 8
6, 2, 4
1, 0, 4
3, 2, 7
0, 2, 8
9, 7, 11
2, 5, 5
5, 2, 1
6, 9, 13
3, 6, 6
3, 7, 7
8, 0, 6
1, 8, 3
7, 3, 7
2, 0, 4
8, 1, 7
9, 6, 3
7, 5, 5
