self, opp, fightsavoided
1, 7, 3
0, 6, 11
3, 7, 12
8, 2, 1
8, 1, 1
6, 8, 3
5, 9, 1
4, 0, 4
1, 2, 1
3, 8, 7
3, 2, 10
7, 6, 5
0, 3, 5
3, 0, 2
1, 8, 5
6, 1, 1
3, 5, 6
4, 3, 4
4, 8, 8
0, 9, 6
9, 6, 2
2, 5, 4
8, 0, 8
3, 6, 5
6, 5, 3
5, 4, 2
9, 4, 2
5, 3, 5
9, 1, 6
2, 8, 6
9, 0, 4
5, 1, 1
6, 0, 0
4, 1, 8
1, 3, 2
6, 4, 6
2, 3, 5
4, 9, 8
7, 3, 4
0, 8, 3
3, 1, 6
2, 1, 5
0, 2, 6
8, 9, 5
6, 3, 3
6, 9, 3
9, 3, 1
7, 1, 5
4, 6, 10
7, 5, 7
3, 9, 1
8, 3, 3
6, 2, 4
9, 7, 10
1, 0, 1
6, 7, 4
7, 4, 3
2, 9, 1
2, 0, 2
7, 0, 8
0, 1, 5
1, 9, 6
5, 7, 6
0, 7, 8
9, 8, 7
2, 6, 4
8, 5, 5
8, 4, 3
4, 2, 11
1, 4, 8
5, 8, 3
0, 5, 11
5, 0, 4
3, 4, 1
0, 4, 3
1, 6, 6
1, 5, 8
4, 5, 8
9, 2, 4
5, 6, 4
8, 6, 2
2, 4, 7
7, 9, 5
4, 7, 7
5, 2, 7
2, 7, 4
8, 7, 9
7, 8, 6
9, 5, 11
7, 2, 9
