self, opp, fightsavoided
7, 0, 1
8, 5, 17
9, 8, 6
5, 9, 1
6, 5, 8
8, 6, 2
2, 0, 0
3, 5, 6
4, 9, 2
1, 9, 1
2, 9, 0
4, 7, 6
0, 8, 5
7, 5, 12
3, 8, 0
6, 0, 3
4, 0, 4
5, 4, 0
7, 8, 4
6, 1, 6
9, 5, 11
2, 3, 16
0, 3, 15
6, 2, 11
7, 2, 10
0, 7, 4
6, 7, 4
7, 6, 6
9, 0, 3
2, 4, 3
8, 4, 0
4, 1, 8
6, 3, 13
2, 8, 3
3, 2, 10
0, 6, 2
4, 8, 5
1, 2, 9
9, 2, 4
7, 1, 5
0, 1, 5
7, 3, 6
6, 9, 8
1, 7, 2
2, 7, 0
8, 0, 3
1, 5, 8
8, 1, 2
1, 0, 4
0, 5, 8
0, 4, 6
8, 7, 1
0, 2, 2
5, 8, 4
2, 6, 3
7, 9, 10
3, 9, 2
8, 3, 4
1, 6, 2
3, 6, 0
1, 8, 5
3, 0, 1
8, 9, 2
4, 3, 17
6, 4, 2
4, 6, 3
0, 9, 0
3, 1, 6
2, 5, 13
9, 3, 2
7, 4, 3
9, 1, 8
9, 4, 6
6, 8, 2
5, 1, 6
1, 3, 9
9, 6, 4
1, 4, 3
2, 1, 8
3, 4, 1
5, 0, 1
5, 3, 6
3, 7, 0
4, 2, 10
8, 2, 11
4, 5, 5
5, 7, 1
9, 7, 1
5, 2, 8
5, 6, 2
