self, opp, fightsavoided
8, 2, 5
9, 0, 0
8, 4, 3
7, 6, 10
8, 0, 0
4, 9, 5
1, 8, 13
3, 2, 12
4, 2, 11
2, 3, 0
2, 5, 2
1, 7, 9
9, 1, 1
0, 3, 3
2, 9, 8
9, 5, 1
6, 4, 1
1, 9, 8
9, 8, 9
3, 1, 9
7, 2, 8
2, 8, 18
7, 0, 6
1, 3, 4
8, 7, 4
0, 6, 8
3, 6, 8
7, 1, 6
7, 8, 4
1, 6, 9
6, 2, 5
7, 5, 2
5, 8, 13
0, 7, 8
5, 2, 14
6, 7, 1
5, 3, 6
8, 1, 2
2, 1, 1
7, 4, 1
2, 6, 1
3, 0, 0
2, 4, 6
1, 5, 1
1, 0, 2
3, 9, 9
0, 5, 1
4, 1, 1
6, 9, 6
9, 7, 0
5, 4, 7
8, 6, 11
0, 9, 9
4, 8, 11
1, 4, 0
4, 5, 4
4, 7, 4
6, 0, 4
5, 9, 6
2, 0, 0
8, 3, 1
0, 4, 5
5, 6, 5
4, 0, 5
9, 4, 2
5, 7, 3
7, 9, 7
0, 8, 8
0, 1, 4
7, 3, 0
6, 3, 1
4, 3, 5
9, 6, 4
1, 2, 3
6, 5, 0
2, 7, 2
8, 5, 0
9, 3, 0
4, 6, 9
5, 1, 5
6, 8, 15
3, 5, 4
5, 0, 3
3, 8, 9
3, 7, 1
8, 9, 8
0, 2, 8
3, 4, 2
6, 1, 2
9, 2, 8
