approaching, opponent, attackcount
3, 7, 1
7, 6, 7
0, 4, 3
0, 2, 10
6, 5, 1
2, 1, 1
9, 6, 7
7, 4, 5
4, 0, 1
4, 9, 14
4, 2, 8
4, 8, 11
5, 1, 3
0, 9, 12
0, 8, 9
8, 7, 2
7, 9, 11
6, 2, 5
1, 4, 5
4, 5, 1
5, 8, 9
5, 4, 1
0, 5, 8
9, 3, 1
2, 4, 0
1, 2, 11
2, 6, 6
8, 5, 3
4, 7, 2
0, 3, 0
1, 7, 3
9, 4, 6
6, 1, 1
3, 4, 2
6, 7, 2
5, 7, 3
2, 9, 8
2, 3, 3
0, 1, 3
3, 5, 3
6, 9, 7
8, 1, 1
5, 3, 5
8, 6, 6
7, 2, 5
1, 6, 2
2, 7, 1
6, 8, 8
2, 5, 1
3, 9, 10
1, 0, 4
2, 8, 18
9, 8, 10
7, 3, 3
2, 0, 2
1, 3, 0
7, 8, 8
3, 2, 5
0, 7, 2
4, 1, 2
3, 6, 9
9, 1, 3
5, 6, 10
4, 3, 4
0, 6, 6
3, 1, 4
5, 9, 12
8, 9, 12
8, 2, 9
9, 5, 4
9, 2, 6
4, 6, 9
5, 0, 4
8, 4, 3
3, 8, 9
6, 4, 2
8, 0, 1
3, 0, 3
1, 8, 6
5, 2, 6
8, 3, 3
7, 5, 1
1, 9, 15
9, 0, 1
7, 1, 2
6, 0, 2
1, 5, 3
9, 7, 2
6, 3, 2
7, 0, 5
