approaching, opponent, attackcount
6, 0, 8
3, 8, 3
1, 0, 10
5, 8, 0
9, 8, 3
7, 1, 3
4, 2, 5
4, 8, 4
2, 1, 3
6, 7, 4
6, 1, 1
6, 5, 6
4, 9, 12
8, 4, 9
2, 6, 1
7, 3, 2
5, 2, 5
9, 2, 3
9, 7, 1
8, 5, 2
4, 0, 6
4, 6, 3
6, 2, 2
9, 4, 10
3, 9, 9
1, 7, 3
1, 3, 4
8, 6, 2
7, 4, 5
5, 4, 6
9, 5, 3
4, 1, 5
4, 3, 1
4, 7, 2
6, 4, 4
0, 6, 5
1, 8, 6
1, 2, 4
8, 1, 2
7, 2, 7
9, 1, 6
3, 4, 8
6, 3, 0
3, 2, 4
0, 9, 10
0, 1, 3
0, 4, 6
1, 9, 12
7, 9, 11
3, 7, 7
8, 0, 9
7, 0, 15
4, 5, 4
5, 1, 2
6, 8, 2
3, 1, 3
5, 9, 11
7, 6, 3
8, 7, 3
3, 0, 16
5, 0, 6
0, 5, 7
2, 0, 10
0, 3, 2
9, 0, 6
1, 4, 6
5, 3, 3
2, 7, 1
2, 9, 17
8, 9, 8
8, 2, 4
9, 6, 5
5, 7, 1
2, 3, 2
0, 2, 4
2, 4, 1
0, 7, 5
6, 9, 11
9, 3, 4
2, 8, 2
3, 6, 2
2, 5, 4
8, 3, 2
3, 5, 4
1, 6, 1
7, 8, 4
5, 6, 4
7, 5, 4
0, 8, 3
1, 5, 8
