winner, loser, victorycount
6, 2, 0
5, 7, 0
2, 3, 3
4, 3, 0
3, 9, 0
7, 8, 19
3, 0, 0
8, 5, 0
6, 9, 0
0, 6, 17
5, 8, 14
4, 5, 0
5, 6, 7
6, 5, 0
2, 4, 22
3, 7, 1
5, 1, 0
1, 6, 11
5, 3, 0
7, 0, 0
5, 2, 0
5, 4, 8
0, 3, 2
1, 5, 12
2, 5, 15
2, 1, 2
1, 9, 2
8, 6, 0
8, 4, 0
3, 1, 0
7, 3, 2
2, 0, 2
8, 3, 0
0, 2, 0
9, 1, 2
4, 9, 0
9, 5, 12
0, 7, 1
7, 5, 11
0, 9, 0
9, 6, 12
0, 1, 0
3, 2, 0
1, 2, 1
0, 4, 15
8, 0, 0
7, 4, 25
9, 8, 21
4, 7, 0
3, 8, 12
2, 9, 2
7, 2, 0
4, 1, 0
4, 6, 0
6, 4, 15
9, 7, 4
6, 1, 0
7, 9, 0
8, 1, 0
4, 0, 0
7, 1, 0
1, 0, 2
2, 7, 3
8, 9, 0
8, 2, 0
6, 3, 0
3, 5, 16
0, 5, 10
6, 0, 0
4, 8, 5
3, 4, 20
0, 8, 15
2, 6, 8
3, 6, 10
5, 0, 0
2, 8, 16
1, 7, 4
1, 8, 10
9, 3, 1
9, 2, 2
1, 4, 14
8, 7, 0
6, 8, 10
9, 4, 13
6, 7, 0
5, 9, 0
1, 3, 4
7, 6, 13
9, 0, 2
4, 2, 0
