winner, loser, victorycount
2, 0, 19
6, 4, 12
1, 6, 4
6, 8, 0
5, 9, 4
1, 8, 0
9, 0, 12
4, 9, 0
6, 3, 14
3, 5, 0
0, 3, 0
6, 5, 0
5, 7, 0
5, 6, 6
5, 4, 10
8, 5, 5
1, 5, 0
4, 7, 0
3, 7, 0
8, 0, 20
0, 6, 0
4, 0, 12
6, 2, 4
1, 4, 10
2, 7, 0
3, 2, 0
1, 9, 3
4, 5, 0
9, 8, 0
1, 2, 3
4, 8, 0
7, 2, 4
8, 7, 1
3, 6, 0
7, 6, 3
5, 8, 0
4, 2, 0
0, 4, 0
2, 5, 0
9, 6, 2
3, 0, 12
7, 9, 5
4, 6, 0
1, 0, 19
6, 7, 0
7, 3, 19
0, 8, 0
9, 7, 0
6, 9, 2
3, 8, 0
9, 3, 24
0, 7, 0
6, 1, 0
4, 3, 9
2, 8, 0
5, 0, 12
3, 9, 0
8, 1, 5
9, 4, 13
2, 6, 2
8, 3, 20
8, 6, 2
9, 5, 0
9, 1, 0
2, 1, 0
0, 1, 0
8, 9, 3
7, 5, 4
5, 1, 3
1, 3, 29
2, 4, 9
7, 8, 2
2, 3, 25
6, 0, 15
0, 5, 0
7, 1, 2
8, 4, 12
0, 2, 0
8, 2, 4
0, 9, 0
5, 2, 2
7, 4, 11
4, 1, 0
2, 9, 0
1, 7, 0
9, 2, 3
5, 3, 18
7, 0, 16
3, 1, 0
3, 4, 0
