winner, loser, victorycount
4, 9, 5
6, 5, 3
2, 0, 4
8, 1, 6
0, 9, 2
9, 1, 6
7, 8, 1
1, 7, 12
7, 6, 5
0, 8, 5
6, 4, 2
8, 5, 4
4, 1, 2
9, 0, 10
3, 6, 10
5, 0, 6
2, 8, 3
5, 1, 3
8, 9, 10
6, 8, 2
8, 3, 4
0, 7, 5
2, 9, 10
5, 3, 2
1, 5, 4
7, 1, 1
5, 6, 12
9, 4, 3
4, 7, 4
3, 1, 4
4, 0, 2
0, 5, 7
2, 3, 7
6, 9, 1
9, 2, 3
1, 0, 3
0, 6, 5
9, 5, 4
8, 7, 8
4, 6, 6
5, 9, 8
4, 2, 2
6, 7, 8
4, 5, 5
3, 4, 3
3, 0, 10
8, 2, 4
1, 2, 5
2, 7, 7
2, 5, 5
8, 0, 7
1, 6, 11
1, 8, 5
3, 9, 3
5, 7, 9
2, 6, 11
0, 2, 2
6, 0, 3
7, 5, 6
6, 1, 2
3, 7, 3
9, 3, 1
3, 5, 3
7, 4, 10
1, 3, 7
1, 4, 4
7, 3, 4
5, 4, 7
2, 1, 5
7, 2, 3
7, 0, 1
7, 9, 9
8, 4, 14
9, 7, 8
3, 2, 4
6, 2, 0
5, 8, 3
9, 6, 3
3, 8, 1
4, 8, 3
8, 6, 6
0, 3, 5
0, 1, 1
2, 4, 5
0, 4, 6
5, 2, 5
1, 9, 9
9, 8, 2
4, 3, 5
6, 3, 1
