winner, loser, victorycount
4, 0, 1
6, 4, 11
1, 9, 10
5, 7, 11
2, 4, 8
8, 7, 2
1, 7, 2
3, 8, 7
4, 9, 5
8, 1, 0
6, 7, 4
6, 9, 4
3, 1, 2
5, 9, 7
3, 6, 7
0, 7, 9
1, 6, 5
8, 5, 0
0, 9, 3
2, 6, 5
3, 9, 5
6, 8, 13
9, 2, 4
7, 6, 11
7, 9, 6
0, 2, 3
5, 6, 9
0, 8, 15
1, 4, 7
1, 0, 3
9, 1, 4
1, 5, 4
2, 0, 2
5, 0, 3
8, 9, 4
3, 5, 4
7, 3, 5
4, 6, 5
9, 4, 6
4, 7, 2
5, 2, 4
8, 4, 5
5, 1, 3
8, 2, 1
7, 5, 1
9, 0, 3
8, 6, 1
0, 6, 5
6, 3, 6
7, 4, 9
3, 2, 2
0, 3, 6
7, 8, 12
5, 3, 6
0, 1, 8
0, 5, 4
3, 7, 5
6, 1, 3
2, 7, 5
0, 4, 7
2, 5, 0
4, 3, 2
2, 8, 11
5, 4, 7
6, 5, 4
1, 2, 4
4, 8, 4
3, 4, 3
2, 3, 5
6, 2, 3
9, 3, 7
1, 8, 9
3, 0, 6
8, 3, 1
2, 1, 4
9, 5, 4
1, 3, 9
9, 6, 5
9, 8, 10
4, 1, 2
5, 8, 5
4, 5, 0
7, 0, 4
2, 9, 6
7, 1, 1
8, 0, 2
4, 2, 5
6, 0, 3
9, 7, 4
7, 2, 6
