winner, loser, victorycount
8, 4, 6
9, 5, 1
0, 3, 4
6, 3, 0
2, 1, 8
1, 9, 9
1, 0, 9
9, 7, 1
9, 2, 0
7, 1, 7
8, 6, 9
9, 1, 1
8, 0, 7
0, 5, 14
3, 4, 5
4, 2, 0
0, 9, 7
9, 4, 3
2, 3, 9
1, 2, 3
9, 6, 2
5, 6, 1
3, 6, 3
3, 7, 2
1, 8, 3
4, 1, 0
4, 6, 1
9, 3, 0
9, 8, 0
8, 1, 4
4, 5, 3
6, 0, 0
4, 0, 1
7, 0, 7
5, 9, 4
3, 8, 3
7, 9, 3
3, 0, 4
2, 5, 11
8, 5, 7
1, 7, 9
6, 8, 1
6, 7, 1
7, 3, 6
6, 1, 0
2, 0, 14
2, 4, 6
2, 8, 13
6, 4, 3
2, 6, 18
7, 5, 8
1, 6, 14
6, 9, 6
4, 9, 3
0, 7, 6
5, 2, 1
4, 3, 1
5, 0, 1
3, 1, 1
6, 2, 1
0, 2, 2
5, 7, 1
7, 8, 2
7, 4, 14
5, 4, 4
3, 2, 0
8, 3, 8
0, 4, 9
0, 8, 6
9, 0, 0
1, 3, 0
4, 7, 2
3, 5, 6
6, 5, 2
0, 1, 7
5, 8, 0
5, 3, 0
7, 2, 3
8, 2, 7
8, 7, 9
5, 1, 1
2, 9, 12
4, 8, 0
1, 5, 11
3, 9, 8
2, 7, 16
0, 6, 12
8, 9, 13
1, 4, 9
7, 6, 11
