winner, loser, victorycount
8, 2, 1
9, 4, 8
0, 3, 2
3, 0, 2
0, 6, 2
1, 4, 9
6, 2, 0
6, 1, 0
6, 8, 2
7, 0, 5
4, 8, 5
3, 5, 1
8, 3, 1
2, 4, 7
8, 5, 0
0, 4, 0
3, 2, 6
7, 5, 7
9, 1, 5
0, 5, 1
4, 6, 2
1, 9, 6
7, 3, 14
2, 8, 13
5, 8, 12
6, 4, 0
5, 6, 16
8, 6, 3
1, 5, 5
5, 1, 4
2, 7, 0
3, 9, 1
7, 1, 8
6, 9, 0
9, 3, 7
6, 0, 2
4, 1, 4
4, 5, 4
9, 6, 11
3, 4, 5
4, 3, 7
3, 7, 0
3, 1, 1
6, 7, 0
5, 7, 7
0, 8, 7
2, 9, 2
1, 7, 8
6, 5, 0
0, 1, 0
9, 5, 6
4, 9, 6
4, 2, 5
6, 3, 1
3, 6, 8
4, 7, 3
2, 1, 4
5, 4, 12
2, 3, 2
5, 3, 10
8, 0, 0
0, 2, 1
1, 8, 10
3, 8, 5
7, 8, 12
2, 0, 5
7, 4, 7
2, 6, 3
7, 6, 9
8, 1, 0
9, 8, 8
8, 4, 0
1, 0, 22
9, 0, 9
8, 7, 0
9, 2, 9
5, 2, 7
0, 9, 0
4, 0, 5
5, 0, 13
8, 9, 0
7, 9, 8
2, 5, 1
5, 9, 4
9, 7, 7
1, 2, 14
0, 7, 2
7, 2, 11
1, 6, 2
1, 3, 6
