self, opp, fightsavoided
4, 6, 3
3, 1, 4
3, 9, 3
6, 5, 5
8, 3, 10
5, 2, 2
6, 1, 2
9, 6, 3
0, 8, 2
1, 9, 2
6, 8, 5
6, 3, 3
2, 4, 5
4, 1, 8
3, 2, 1
5, 4, 5
6, 4, 11
0, 2, 4
7, 4, 5
9, 5, 7
7, 1, 1
0, 6, 2
7, 2, 10
2, 6, 4
1, 2, 4
1, 0, 11
7, 8, 0
5, 3, 8
5, 0, 2
5, 9, 3
8, 7, 8
9, 2, 13
8, 1, 4
4, 9, 2
2, 7, 5
6, 7, 3
9, 0, 8
6, 9, 7
2, 9, 6
6, 2, 7
0, 1, 4
1, 6, 7
0, 7, 5
7, 9, 2
0, 3, 3
7, 6, 6
2, 8, 0
7, 5, 10
4, 7, 4
1, 7, 6
4, 8, 2
1, 4, 5
2, 5, 3
0, 4, 8
3, 8, 1
7, 0, 4
1, 8, 6
0, 5, 13
4, 2, 4
7, 3, 11
2, 1, 4
8, 0, 3
8, 2, 7
5, 1, 7
3, 5, 5
1, 3, 7
5, 6, 7
3, 6, 3
9, 3, 5
2, 3, 3
0, 9, 6
9, 4, 8
8, 4, 2
8, 9, 5
1, 5, 10
8, 6, 3
9, 7, 3
4, 3, 5
3, 4, 5
8, 5, 10
2, 0, 0
3, 7, 9
4, 0, 2
4, 5, 10
5, 7, 6
3, 0, 4
6, 0, 2
5, 8, 2
9, 1, 3
9, 8, 2
