"","0","1","2","3","4","5","6","7","8","9"
"0",0,0,0,0,0,0,0,0,0,7
"1",11,0,4,0,10,6,1,0,0,10
"2",9,4,0,0,8,7,6,0,0,13
"3",17,9,12,0,4,11,10,10,15,14
"4",3,0,0,0,0,0,0,0,0,7
"5",8,7,8,0,6,0,4,0,0,14
"6",10,7,2,0,2,6,0,0,0,14
"7",8,9,13,0,13,7,7,0,9,9
"8",11,15,13,0,9,7,8,4,0,5
"9",7,0,0,0,0,0,0,0,0,0
