approaching, opponent, attackcount
6, 4, 7
4, 3, 6
2, 3, 0
9, 3, 6
2, 1, 2
8, 9, 10
7, 2, 5
5, 7, 6
8, 5, 5
7, 0, 2
0, 2, 3
2, 8, 4
5, 3, 5
2, 6, 2
9, 7, 2
2, 5, 2
6, 2, 4
9, 2, 4
2, 9, 1
7, 5, 1
2, 0, 1
1, 6, 5
7, 8, 1
4, 2, 4
7, 9, 3
0, 7, 6
0, 9, 3
4, 7, 3
5, 0, 9
4, 8, 6
6, 5, 10
2, 4, 3
0, 4, 3
5, 6, 4
3, 7, 13
3, 0, 26
2, 7, 2
7, 1, 1
9, 1, 4
3, 6, 10
5, 4, 7
6, 7, 5
1, 9, 5
5, 2, 7
0, 5, 4
4, 0, 0
9, 0, 3
1, 5, 3
9, 4, 5
1, 2, 4
0, 3, 8
8, 3, 6
8, 7, 4
8, 6, 7
3, 9, 14
6, 9, 6
8, 1, 4
4, 1, 2
3, 5, 11
5, 9, 3
1, 7, 5
1, 0, 3
4, 6, 1
0, 8, 2
9, 6, 1
3, 4, 10
5, 1, 8
3, 2, 6
6, 3, 5
3, 8, 17
1, 8, 2
4, 9, 1
0, 6, 3
4, 5, 4
6, 8, 4
1, 4, 4
8, 0, 5
1, 3, 2
6, 1, 2
7, 3, 4
8, 2, 10
9, 5, 3
6, 0, 9
3, 1, 10
9, 8, 1
7, 4, 5
7, 6, 0
0, 1, 7
5, 8, 7
8, 4, 7
