approaching, opponent, attackcount
1, 5, 10
2, 0, 3
9, 8, 4
5, 4, 3
1, 4, 5
3, 0, 11
6, 4, 3
7, 0, 5
6, 8, 0
4, 5, 3
4, 3, 6
8, 1, 2
3, 7, 9
8, 5, 0
7, 5, 0
0, 6, 9
8, 0, 2
2, 4, 3
2, 3, 2
1, 0, 11
2, 1, 3
3, 6, 15
2, 7, 4
1, 3, 9
0, 1, 12
0, 4, 13
7, 2, 2
6, 0, 0
3, 4, 11
2, 9, 4
8, 6, 2
0, 2, 8
8, 3, 0
6, 2, 2
9, 6, 8
9, 2, 5
5, 9, 1
0, 5, 18
0, 3, 3
1, 8, 9
3, 5, 5
0, 9, 13
7, 9, 1
7, 6, 2
9, 0, 6
3, 8, 16
9, 4, 4
3, 1, 5
5, 8, 0
9, 3, 0
7, 8, 2
0, 7, 18
8, 7, 5
1, 9, 9
4, 2, 3
2, 8, 4
4, 1, 7
4, 0, 5
1, 6, 11
5, 2, 3
4, 6, 2
4, 9, 5
9, 5, 5
7, 4, 1
9, 7, 1
4, 8, 1
9, 1, 3
5, 0, 3
6, 3, 2
6, 9, 2
2, 5, 2
8, 4, 2
0, 8, 15
1, 7, 4
6, 5, 3
7, 1, 6
5, 7, 4
6, 1, 1
7, 3, 5
1, 2, 6
5, 3, 4
8, 9, 0
6, 7, 3
2, 6, 3
3, 2, 8
5, 1, 5
3, 9, 8
4, 7, 2
5, 6, 2
8, 2, 3
