approaching, opponent, attackcount
0, 9, 1
4, 6, 11
5, 1, 2
2, 3, 2
9, 7, 5
7, 3, 3
3, 6, 4
5, 4, 2
7, 4, 8
8, 7, 16
1, 7, 14
0, 7, 0
4, 9, 13
3, 8, 0
1, 0, 15
9, 8, 2
8, 1, 5
7, 6, 3
9, 1, 4
2, 6, 2
7, 0, 1
9, 3, 2
7, 5, 2
1, 8, 12
5, 6, 2
5, 3, 7
1, 9, 8
3, 1, 2
6, 7, 0
7, 1, 3
8, 3, 8
0, 2, 3
0, 6, 3
3, 0, 2
7, 2, 0
1, 6, 14
3, 5, 2
5, 8, 3
9, 0, 6
2, 0, 5
7, 8, 2
9, 6, 1
0, 5, 1
8, 2, 3
3, 9, 2
6, 0, 3
2, 7, 2
5, 7, 3
1, 4, 9
8, 4, 7
6, 9, 1
4, 2, 9
4, 8, 11
9, 4, 0
0, 8, 2
5, 9, 4
0, 3, 2
1, 3, 14
1, 5, 12
6, 5, 3
0, 4, 3
8, 6, 10
8, 5, 11
5, 2, 4
4, 5, 12
2, 4, 2
8, 9, 7
2, 1, 5
2, 8, 2
9, 2, 1
4, 3, 13
3, 2, 2
1, 2, 9
5, 0, 4
6, 8, 2
8, 0, 7
6, 4, 3
0, 1, 3
3, 4, 1
6, 2, 2
2, 5, 6
6, 1, 6
2, 9, 6
7, 9, 3
4, 7, 4
6, 3, 3
9, 5, 3
4, 0, 13
3, 7, 1
4, 1, 14
