self, opp, fightsavoided
7, 8, 0
4, 7, 6
5, 0, 10
1, 7, 5
6, 1, 7
4, 1, 6
2, 4, 6
5, 9, 7
3, 8, 0
5, 1, 4
4, 5, 8
1, 0, 11
4, 2, 0
0, 7, 1
9, 2, 0
1, 9, 4
2, 9, 5
7, 6, 12
9, 6, 9
9, 3, 4
6, 5, 8
2, 5, 5
1, 4, 6
1, 5, 13
0, 9, 8
7, 2, 0
5, 8, 0
8, 5, 10
4, 9, 3
8, 3, 2
8, 1, 4
5, 6, 2
6, 4, 10
5, 3, 3
5, 2, 0
1, 2, 0
8, 4, 5
0, 4, 9
7, 4, 11
5, 7, 5
2, 8, 0
2, 6, 1
8, 9, 5
9, 5, 10
0, 1, 5
8, 0, 9
6, 3, 5
9, 7, 4
7, 9, 4
3, 9, 7
0, 3, 4
3, 5, 6
7, 0, 4
3, 0, 18
4, 8, 0
7, 3, 2
9, 8, 0
8, 7, 5
0, 8, 0
9, 1, 9
6, 2, 0
4, 3, 3
0, 2, 0
6, 7, 7
7, 5, 13
6, 9, 6
9, 4, 2
2, 1, 3
4, 0, 13
5, 4, 6
2, 0, 3
8, 6, 8
2, 7, 7
2, 3, 1
3, 4, 8
6, 0, 3
1, 6, 6
3, 2, 0
6, 8, 0
0, 6, 5
9, 0, 12
3, 1, 2
0, 5, 9
1, 3, 5
1, 8, 0
7, 1, 1
3, 6, 8
8, 2, 0
3, 7, 5
4, 6, 8
