self, opp, fightsavoided
2, 0, 2
8, 4, 8
1, 8, 1
3, 6, 13
4, 0, 4
1, 3, 8
1, 9, 7
7, 9, 1
0, 5, 9
0, 7, 7
8, 3, 1
4, 8, 1
5, 6, 7
6, 0, 1
7, 2, 8
3, 5, 15
1, 4, 12
9, 7, 3
6, 4, 17
5, 8, 1
4, 2, 3
3, 0, 2
4, 6, 9
5, 1, 0
4, 3, 0
8, 2, 8
7, 8, 0
8, 9, 7
3, 1, 12
6, 3, 0
6, 7, 5
6, 5, 9
1, 7, 3
5, 3, 2
2, 5, 5
8, 7, 4
4, 7, 4
9, 5, 7
5, 2, 7
2, 3, 6
0, 2, 5
6, 8, 0
2, 1, 4
7, 4, 3
9, 8, 0
8, 5, 3
9, 2, 3
0, 9, 2
4, 1, 2
6, 2, 5
7, 1, 2
7, 3, 5
9, 0, 2
7, 6, 7
9, 6, 10
5, 7, 9
4, 9, 5
2, 6, 10
9, 4, 5
5, 9, 1
0, 6, 9
9, 1, 2
6, 9, 5
8, 1, 5
4, 5, 8
0, 8, 0
3, 7, 12
0, 3, 1
2, 7, 2
5, 4, 4
3, 4, 8
1, 2, 13
0, 4, 5
3, 2, 8
1, 6, 13
2, 9, 3
8, 0, 7
7, 5, 7
9, 3, 1
3, 9, 2
2, 8, 0
1, 5, 7
8, 6, 3
3, 8, 0
1, 0, 4
2, 4, 9
6, 1, 2
0, 1, 4
7, 0, 3
5, 0, 1
