self, opp, fightsavoided
5, 8, 3
5, 0, 11
7, 5, 6
8, 5, 8
6, 0, 3
4, 6, 6
6, 1, 1
0, 7, 10
5, 9, 7
5, 7, 6
9, 3, 0
9, 2, 0
9, 5, 13
2, 7, 14
3, 4, 5
2, 5, 4
8, 7, 15
2, 3, 1
7, 4, 1
7, 2, 1
1, 7, 13
3, 8, 9
7, 3, 0
4, 9, 4
1, 0, 9
6, 7, 1
7, 0, 11
2, 6, 7
1, 5, 15
9, 8, 2
6, 2, 1
6, 9, 5
4, 8, 10
5, 6, 2
7, 6, 1
0, 9, 7
3, 2, 2
7, 9, 9
5, 4, 1
2, 0, 7
3, 5, 9
0, 5, 9
1, 9, 13
4, 7, 5
9, 6, 4
3, 1, 4
8, 1, 2
8, 9, 6
4, 2, 0
3, 9, 7
5, 2, 1
0, 8, 3
8, 2, 2
1, 3, 1
5, 1, 4
0, 6, 5
2, 4, 3
6, 5, 3
6, 8, 2
8, 3, 1
3, 7, 5
4, 0, 11
4, 3, 0
7, 8, 3
2, 8, 4
2, 1, 3
5, 3, 1
0, 3, 3
9, 0, 5
4, 5, 11
8, 4, 3
2, 9, 7
8, 0, 7
9, 1, 4
8, 6, 3
7, 1, 3
1, 6, 5
0, 2, 1
1, 2, 2
1, 8, 6
1, 4, 1
0, 1, 3
3, 0, 7
9, 4, 3
3, 6, 15
9, 7, 7
4, 1, 9
6, 4, 1
6, 3, 1
0, 4, 1
