self, opp, fightsavoided
6, 0, 0
6, 9, 2
6, 4, 0
4, 5, 8
0, 2, 6
8, 6, 8
3, 8, 3
1, 4, 8
4, 7, 3
0, 9, 7
0, 1, 8
7, 1, 6
3, 9, 4
5, 8, 7
9, 8, 6
1, 2, 5
4, 8, 6
3, 7, 8
2, 6, 4
1, 7, 7
2, 7, 8
8, 5, 4
3, 4, 5
5, 9, 3
4, 1, 5
4, 2, 10
2, 1, 3
5, 4, 5
4, 3, 10
7, 4, 10
1, 6, 8
6, 7, 3
8, 1, 0
0, 6, 4
9, 1, 6
7, 6, 7
2, 9, 4
3, 6, 3
8, 4, 6
9, 4, 4
5, 1, 8
9, 0, 1
9, 3, 3
1, 9, 9
0, 4, 6
4, 0, 4
3, 0, 5
2, 5, 4
0, 5, 10
7, 9, 5
6, 2, 2
5, 0, 4
9, 7, 11
8, 0, 5
6, 5, 5
8, 3, 5
0, 8, 3
2, 8, 3
4, 6, 4
6, 1, 8
3, 1, 5
7, 8, 5
1, 3, 1
7, 3, 1
0, 7, 6
4, 9, 3
3, 2, 5
2, 3, 9
5, 2, 4
5, 6, 2
9, 6, 5
5, 3, 7
7, 5, 5
7, 0, 3
5, 7, 6
8, 2, 5
1, 8, 3
7, 2, 4
8, 7, 4
8, 9, 6
2, 4, 5
1, 0, 1
0, 3, 8
2, 0, 3
3, 5, 12
9, 5, 1
6, 3, 0
9, 2, 8
6, 8, 3
1, 5, 1
