self, opp, fightsavoided
7, 5, 4
9, 8, 4
4, 0, 2
3, 1, 2
9, 1, 0
4, 1, 3
7, 0, 1
5, 9, 6
6, 4, 4
7, 9, 7
7, 2, 11
2, 6, 2
1, 7, 6
1, 8, 1
9, 2, 1
6, 7, 3
4, 3, 6
0, 6, 3
2, 1, 0
6, 3, 9
5, 3, 3
6, 5, 9
9, 0, 3
3, 4, 5
2, 5, 11
4, 7, 5
8, 4, 5
6, 8, 8
4, 5, 6
5, 0, 10
3, 5, 4
2, 3, 3
2, 9, 9
9, 7, 0
0, 3, 7
5, 8, 8
5, 6, 2
9, 4, 3
9, 6, 5
1, 6, 8
6, 2, 2
4, 9, 4
7, 1, 10
8, 9, 6
8, 2, 8
8, 7, 8
3, 7, 0
8, 3, 7
2, 0, 5
1, 9, 3
3, 6, 4
6, 1, 4
2, 7, 2
5, 2, 9
1, 2, 5
4, 6, 8
2, 8, 6
3, 2, 1
1, 0, 5
5, 4, 7
5, 7, 0
0, 1, 4
1, 4, 8
2, 4, 6
6, 9, 0
7, 3, 9
9, 5, 8
4, 2, 7
1, 3, 5
7, 6, 5
0, 2, 3
0, 5, 11
5, 1, 3
0, 9, 8
8, 5, 3
3, 0, 5
0, 8, 4
9, 3, 6
0, 4, 2
8, 6, 7
3, 8, 5
3, 9, 3
0, 7, 0
1, 5, 5
7, 4, 9
6, 0, 7
7, 8, 7
8, 0, 3
8, 1, 2
4, 8, 12
