winner, loser, victorycount
0, 3, 0
0, 6, 0
2, 1, 0
3, 0, 2
4, 0, 10
1, 3, 12
6, 3, 4
0, 1, 0
8, 6, 4
1, 2, 3
8, 4, 0
6, 1, 0
8, 5, 0
8, 3, 4
8, 7, 0
0, 5, 0
2, 8, 0
0, 7, 0
8, 1, 0
0, 2, 6
6, 4, 0
7, 4, 0
3, 7, 0
2, 0, 5
7, 9, 0
5, 0, 8
9, 2, 13
5, 7, 8
5, 2, 7
9, 4, 13
1, 8, 8
7, 6, 9
6, 5, 0
5, 1, 16
5, 6, 10
9, 1, 12
1, 0, 18
3, 4, 0
6, 8, 4
5, 9, 0
2, 5, 0
2, 4, 0
1, 7, 14
2, 9, 0
3, 5, 0
9, 7, 18
4, 2, 5
3, 2, 8
7, 8, 8
3, 9, 0
4, 5, 0
7, 1, 0
7, 0, 16
6, 0, 6
7, 2, 8
5, 8, 4
9, 8, 13
9, 3, 16
7, 5, 0
5, 3, 9
1, 5, 0
4, 6, 8
1, 9, 0
4, 8, 12
3, 1, 0
6, 7, 0
8, 9, 0
8, 0, 4
0, 9, 0
9, 5, 23
5, 4, 12
9, 6, 5
2, 7, 0
3, 8, 4
1, 6, 9
9, 0, 6
6, 2, 1
4, 7, 16
8, 2, 11
0, 8, 0
6, 9, 0
4, 9, 0
2, 6, 0
4, 1, 6
2, 3, 0
4, 3, 10
0, 4, 0
3, 6, 4
7, 3, 8
1, 4, 10
