winner, loser, victorycount
2, 5, 0
1, 2, 11
7, 9, 3
4, 0, 13
6, 5, 0
5, 8, 11
2, 4, 0
6, 7, 2
4, 6, 11
9, 0, 0
8, 0, 7
6, 8, 0
6, 2, 0
4, 3, 20
5, 0, 14
1, 9, 7
5, 3, 9
0, 7, 3
8, 7, 9
8, 9, 6
2, 1, 0
9, 1, 0
1, 4, 0
8, 1, 7
7, 8, 0
0, 1, 0
7, 6, 0
8, 6, 13
0, 5, 0
9, 8, 0
9, 2, 0
1, 0, 9
9, 7, 0
8, 3, 13
2, 9, 8
2, 7, 10
2, 8, 0
5, 4, 8
3, 5, 0
3, 8, 0
3, 0, 0
2, 3, 12
7, 1, 0
5, 9, 8
1, 8, 5
0, 2, 8
0, 8, 0
4, 1, 16
3, 1, 0
8, 5, 0
6, 0, 0
3, 4, 0
7, 3, 6
1, 3, 13
0, 3, 9
3, 2, 0
6, 3, 5
7, 2, 0
1, 5, 0
7, 4, 0
9, 5, 0
3, 6, 0
4, 9, 7
3, 9, 0
6, 1, 0
6, 4, 0
2, 0, 4
9, 3, 8
6, 9, 6
9, 6, 0
5, 6, 6
7, 0, 0
4, 5, 11
0, 6, 10
0, 4, 0
5, 7, 13
4, 8, 17
4, 2, 6
4, 7, 9
8, 4, 0
5, 2, 16
2, 6, 14
1, 6, 4
9, 4, 0
1, 7, 11
3, 7, 0
7, 5, 0
0, 9, 11
5, 1, 11
8, 2, 11
