winner, loser, victorycount
2, 9, 0
2, 4, 6
5, 1, 10
0, 6, 7
3, 0, 0
9, 5, 4
9, 8, 11
5, 0, 0
7, 8, 10
7, 6, 0
3, 4, 3
7, 1, 12
8, 0, 0
9, 6, 4
6, 8, 6
3, 1, 5
7, 2, 3
4, 2, 0
4, 7, 0
1, 3, 4
1, 5, 0
9, 4, 5
3, 5, 0
1, 7, 0
8, 7, 0
9, 7, 10
1, 6, 0
4, 8, 2
1, 0, 0
1, 2, 0
0, 4, 5
6, 2, 16
6, 5, 13
7, 9, 0
9, 1, 8
4, 0, 0
8, 6, 0
7, 0, 0
2, 7, 7
9, 0, 7
2, 5, 10
6, 0, 3
5, 9, 0
5, 8, 6
7, 4, 11
1, 9, 0
2, 1, 13
8, 4, 4
9, 2, 8
0, 9, 6
6, 3, 12
4, 3, 0
7, 5, 5
7, 3, 6
0, 5, 12
4, 1, 0
3, 6, 0
6, 9, 10
8, 2, 0
5, 4, 14
2, 0, 0
6, 7, 7
5, 6, 0
8, 3, 0
5, 7, 7
3, 9, 0
4, 6, 0
6, 4, 15
6, 1, 13
1, 8, 2
0, 3, 24
1, 4, 8
4, 9, 0
2, 6, 0
9, 3, 9
8, 1, 0
3, 8, 12
0, 7, 9
2, 8, 9
0, 8, 13
2, 3, 9
8, 5, 0
5, 3, 4
0, 1, 12
4, 5, 0
5, 2, 3
3, 7, 0
8, 9, 0
3, 2, 0
0, 2, 16
