approaching, opponent, attackcount
6, 4, 3
6, 7, 2
9, 7, 1
9, 2, 2
9, 5, 12
0, 1, 4
8, 0, 4
3, 1, 3
1, 3, 9
8, 4, 2
0, 4, 0
2, 7, 4
6, 2, 2
7, 1, 2
3, 9, 4
1, 0, 10
7, 5, 13
1, 8, 2
2, 8, 3
3, 6, 0
8, 9, 1
1, 2, 2
8, 5, 22
5, 0, 2
5, 1, 2
3, 7, 3
4, 2, 3
0, 2, 3
9, 4, 7
2, 3, 15
0, 6, 2
8, 6, 0
9, 8, 3
9, 3, 16
0, 3, 12
7, 9, 8
3, 2, 2
4, 5, 23
5, 4, 4
6, 3, 5
7, 0, 4
8, 7, 0
2, 5, 13
7, 4, 7
4, 7, 1
1, 7, 3
6, 9, 1
7, 3, 5
8, 2, 2
5, 2, 1
6, 8, 2
5, 8, 5
9, 1, 2
5, 7, 2
3, 0, 3
6, 1, 6
4, 9, 4
1, 6, 2
5, 9, 5
4, 8, 3
4, 0, 2
1, 9, 4
0, 8, 0
5, 3, 7
2, 4, 5
2, 6, 2
7, 2, 3
2, 9, 1
1, 4, 0
3, 5, 21
0, 9, 5
5, 6, 2
2, 0, 2
8, 3, 10
4, 3, 2
9, 6, 2
4, 6, 4
1, 5, 23
0, 7, 2
8, 1, 5
7, 6, 1
6, 5, 13
4, 1, 6
0, 5, 20
6, 0, 3
3, 4, 6
7, 8, 1
3, 8, 2
9, 0, 1
2, 1, 7
