approaching, opponent, attackcount
8, 5, 7
6, 4, 5
5, 4, 3
4, 9, 4
8, 2, 2
0, 8, 7
1, 3, 7
2, 9, 3
2, 7, 4
7, 6, 3
4, 6, 2
7, 5, 6
4, 1, 5
8, 6, 3
2, 5, 8
8, 3, 1
6, 1, 3
5, 8, 14
0, 3, 4
1, 0, 3
2, 0, 2
4, 8, 6
8, 0, 2
3, 1, 8
1, 5, 6
9, 1, 2
1, 2, 2
6, 7, 6
9, 2, 4
9, 8, 11
9, 6, 3
4, 7, 7
5, 3, 7
0, 7, 6
4, 5, 3
7, 0, 2
2, 1, 4
1, 4, 3
1, 9, 6
7, 8, 10
6, 3, 4
3, 5, 5
3, 2, 1
8, 4, 3
2, 8, 13
0, 1, 3
6, 2, 5
3, 8, 22
3, 4, 4
0, 2, 6
3, 6, 2
5, 1, 5
1, 6, 1
5, 7, 6
7, 9, 6
1, 7, 2
4, 2, 5
7, 1, 6
5, 9, 5
4, 3, 2
0, 5, 8
6, 9, 5
2, 4, 4
3, 7, 3
7, 4, 5
0, 9, 4
6, 5, 5
5, 6, 2
7, 2, 4
9, 7, 11
6, 8, 6
5, 0, 5
1, 8, 7
8, 1, 4
9, 4, 7
9, 3, 8
3, 9, 4
3, 0, 2
8, 9, 4
0, 6, 5
5, 2, 4
4, 0, 6
2, 6, 0
6, 0, 7
9, 0, 2
9, 5, 3
0, 4, 5
2, 3, 5
8, 7, 8
7, 3, 7
