winner, loser, victorycount
6, 1, 7
9, 5, 8
2, 5, 5
8, 5, 2
9, 2, 4
6, 3, 3
9, 7, 6
7, 3, 4
8, 7, 6
3, 6, 5
5, 6, 5
1, 3, 7
7, 1, 3
2, 0, 10
5, 1, 2
2, 3, 4
6, 5, 9
5, 8, 2
2, 1, 5
0, 1, 9
7, 8, 3
7, 2, 1
5, 7, 4
1, 5, 7
6, 9, 2
0, 8, 6
5, 0, 2
1, 0, 6
1, 6, 9
4, 5, 2
1, 9, 3
9, 0, 2
1, 4, 7
8, 1, 7
4, 1, 5
6, 2, 4
9, 6, 6
2, 7, 5
5, 3, 4
0, 9, 7
0, 5, 4
8, 6, 10
2, 9, 5
9, 1, 1
7, 5, 3
4, 7, 4
8, 9, 3
8, 2, 7
6, 7, 8
4, 8, 6
2, 8, 4
6, 0, 3
2, 6, 5
0, 3, 5
0, 6, 3
0, 4, 3
9, 4, 4
3, 2, 2
5, 4, 11
1, 7, 8
3, 7, 5
3, 0, 6
3, 9, 9
4, 3, 9
7, 6, 10
5, 9, 6
9, 8, 4
4, 6, 11
2, 4, 5
7, 9, 0
5, 2, 10
7, 4, 4
8, 3, 1
0, 2, 1
1, 8, 6
4, 9, 3
6, 4, 3
8, 0, 4
3, 4, 8
7, 0, 3
3, 8, 1
4, 0, 5
6, 8, 5
3, 5, 8
4, 2, 4
8, 4, 7
0, 7, 5
3, 1, 0
9, 3, 9
1, 2, 1
