winner, loser, victorycount
7, 3, 8
4, 7, 1
8, 1, 3
9, 8, 3
5, 4, 4
4, 0, 4
4, 8, 9
0, 7, 5
6, 2, 3
8, 0, 5
6, 7, 11
4, 9, 7
7, 2, 7
5, 2, 6
0, 5, 2
2, 4, 10
2, 5, 6
8, 3, 12
0, 6, 4
2, 1, 5
9, 6, 4
2, 9, 3
3, 8, 3
7, 6, 3
4, 2, 6
1, 9, 4
0, 3, 10
6, 4, 4
9, 0, 4
1, 2, 5
8, 4, 2
6, 0, 5
1, 8, 4
2, 6, 8
3, 7, 7
4, 1, 7
7, 8, 6
3, 1, 7
5, 6, 5
5, 8, 6
3, 0, 4
1, 0, 5
0, 4, 5
4, 6, 3
4, 5, 5
8, 9, 3
2, 3, 6
8, 7, 3
3, 2, 7
6, 3, 7
8, 6, 4
5, 0, 6
2, 7, 4
9, 2, 3
1, 3, 4
5, 9, 2
6, 1, 8
8, 2, 4
9, 7, 4
5, 7, 3
8, 5, 4
7, 5, 6
2, 0, 4
9, 1, 4
4, 3, 2
3, 4, 4
1, 6, 1
7, 0, 7
7, 9, 3
5, 1, 3
1, 5, 6
1, 7, 12
2, 8, 3
7, 4, 9
9, 4, 3
7, 1, 4
1, 4, 7
5, 3, 11
0, 1, 2
0, 2, 2
3, 6, 5
9, 3, 6
6, 8, 2
0, 9, 4
6, 5, 2
6, 9, 3
3, 5, 7
3, 9, 6
9, 5, 5
0, 8, 5
