winner, loser, victorycount
5, 9, 4
7, 2, 4
7, 4, 7
3, 4, 3
2, 7, 2
2, 0, 2
0, 1, 7
7, 0, 8
9, 3, 5
5, 3, 4
4, 2, 4
3, 2, 1
1, 8, 9
3, 8, 6
6, 4, 6
8, 6, 4
0, 3, 0
7, 6, 7
5, 1, 4
9, 8, 8
9, 1, 5
7, 3, 0
3, 7, 4
1, 3, 14
2, 3, 2
4, 9, 4
0, 2, 2
1, 4, 6
5, 2, 1
0, 5, 2
8, 4, 3
5, 8, 1
9, 2, 4
5, 0, 4
2, 5, 2
6, 9, 7
1, 7, 15
0, 8, 4
9, 6, 3
2, 4, 6
6, 3, 6
2, 1, 6
5, 6, 2
6, 2, 4
2, 8, 2
0, 9, 7
0, 6, 3
4, 6, 5
1, 2, 11
6, 0, 0
4, 8, 5
3, 6, 3
7, 1, 7
2, 6, 1
1, 9, 12
8, 5, 3
1, 5, 10
6, 7, 1
6, 5, 1
4, 7, 8
9, 4, 2
5, 4, 7
1, 6, 13
7, 9, 8
6, 8, 5
0, 4, 6
7, 5, 2
1, 0, 16
8, 0, 0
9, 5, 9
4, 0, 4
0, 7, 4
8, 1, 6
3, 0, 2
9, 0, 2
8, 3, 4
3, 1, 4
8, 2, 5
2, 9, 7
4, 1, 10
3, 9, 7
7, 8, 5
3, 5, 3
4, 3, 6
8, 9, 2
5, 7, 4
8, 7, 9
6, 1, 5
9, 7, 7
4, 5, 5
