winner, loser, victorycount
6, 5, 6
4, 0, 7
4, 6, 3
0, 6, 3
0, 1, 3
0, 2, 6
1, 2, 4
6, 1, 5
1, 4, 6
1, 8, 5
5, 8, 7
2, 4, 2
2, 0, 2
0, 3, 2
3, 2, 4
3, 8, 3
4, 5, 2
5, 9, 9
3, 1, 4
1, 6, 4
3, 9, 6
8, 3, 7
3, 0, 3
8, 7, 1
8, 9, 9
6, 9, 6
2, 7, 4
0, 8, 8
7, 5, 5
2, 6, 2
6, 8, 2
4, 3, 6
5, 0, 3
5, 1, 5
5, 3, 12
0, 9, 3
6, 3, 2
9, 5, 16
2, 5, 8
0, 5, 3
7, 9, 1
0, 4, 6
9, 2, 14
3, 5, 8
7, 3, 2
8, 6, 9
0, 7, 1
8, 0, 8
5, 2, 9
4, 7, 3
9, 8, 12
9, 3, 12
4, 2, 2
7, 2, 4
1, 3, 2
3, 4, 6
4, 8, 4
3, 6, 3
9, 4, 10
7, 0, 3
6, 4, 2
6, 7, 8
7, 8, 7
1, 0, 6
9, 1, 9
7, 4, 3
8, 5, 1
9, 6, 6
6, 2, 3
4, 9, 4
9, 0, 6
5, 4, 8
8, 2, 2
5, 7, 3
7, 1, 7
8, 1, 4
5, 6, 3
8, 4, 4
1, 9, 4
7, 6, 4
2, 8, 4
4, 1, 4
2, 9, 3
3, 7, 2
1, 7, 2
2, 3, 7
6, 0, 3
9, 7, 7
1, 5, 5
2, 1, 2
