winner, loser, victorycount
6, 7, 5
7, 1, 11
6, 4, 3
5, 6, 2
3, 6, 3
8, 9, 6
8, 6, 4
8, 3, 3
2, 8, 3
5, 4, 2
7, 8, 14
2, 0, 5
3, 1, 4
5, 0, 2
1, 9, 10
7, 5, 10
4, 2, 4
2, 6, 4
0, 6, 7
2, 4, 5
3, 7, 5
5, 8, 3
6, 8, 2
0, 5, 4
2, 7, 5
6, 0, 5
1, 8, 15
8, 7, 7
3, 8, 1
3, 4, 3
9, 7, 6
8, 5, 1
4, 5, 3
9, 6, 3
1, 5, 9
7, 0, 6
1, 3, 10
1, 7, 16
6, 1, 6
6, 2, 7
2, 3, 0
9, 3, 4
0, 8, 3
1, 4, 8
3, 9, 1
7, 9, 10
2, 5, 3
1, 0, 6
7, 6, 7
0, 9, 1
5, 7, 5
8, 1, 2
8, 4, 1
4, 8, 2
3, 0, 1
7, 3, 10
9, 1, 6
9, 0, 2
0, 2, 4
0, 3, 2
0, 7, 5
9, 4, 6
3, 5, 2
0, 4, 5
0, 1, 2
8, 2, 1
4, 9, 4
5, 2, 3
6, 3, 4
4, 1, 4
9, 5, 3
6, 5, 4
9, 2, 2
5, 9, 2
3, 2, 0
4, 6, 6
4, 3, 3
4, 0, 8
7, 4, 13
1, 6, 8
6, 9, 8
1, 2, 6
7, 2, 9
9, 8, 4
4, 7, 11
8, 0, 3
2, 1, 7
5, 1, 11
5, 3, 1
2, 9, 3
