approaching, opponent, attackcount
6, 1, 5
0, 4, 6
2, 1, 3
1, 2, 7
8, 3, 7
8, 1, 9
9, 2, 4
4, 8, 5
4, 7, 10
5, 6, 3
9, 1, 5
4, 9, 4
3, 9, 5
4, 1, 2
4, 3, 2
0, 8, 3
5, 3, 3
1, 0, 7
6, 3, 3
4, 6, 2
3, 6, 4
0, 1, 5
3, 1, 3
1, 6, 9
6, 9, 9
7, 0, 5
8, 9, 6
2, 3, 10
9, 6, 2
1, 8, 4
6, 5, 8
2, 5, 2
8, 5, 2
9, 5, 4
1, 5, 7
4, 0, 3
9, 3, 4
7, 8, 6
5, 0, 10
0, 5, 4
5, 7, 8
5, 4, 8
4, 5, 8
5, 8, 4
2, 4, 10
1, 7, 3
0, 6, 6
7, 2, 4
8, 6, 6
0, 7, 6
5, 2, 6
9, 0, 1
6, 8, 6
6, 0, 8
7, 4, 3
2, 9, 2
3, 0, 6
8, 2, 7
3, 4, 4
8, 7, 3
1, 9, 4
3, 8, 5
6, 2, 4
6, 4, 9
2, 0, 2
9, 7, 3
9, 4, 6
8, 4, 7
0, 3, 2
8, 0, 5
5, 1, 5
3, 7, 3
9, 8, 2
1, 4, 6
0, 9, 3
0, 2, 11
2, 6, 7
7, 1, 10
6, 7, 8
3, 2, 5
7, 6, 6
7, 3, 4
2, 7, 4
5, 9, 3
3, 5, 0
7, 5, 2
2, 8, 2
1, 3, 5
7, 9, 3
4, 2, 3
