approaching, opponent, attackcount
6, 0, 5
4, 8, 4
2, 9, 5
7, 2, 1
4, 6, 1
9, 3, 3
0, 3, 3
7, 9, 1
2, 6, 3
6, 8, 8
8, 3, 2
5, 9, 1
2, 4, 3
8, 4, 2
0, 9, 6
8, 2, 4
7, 0, 2
9, 7, 10
3, 0, 4
7, 6, 5
0, 2, 2
7, 1, 2
1, 3, 2
2, 5, 2
0, 1, 9
9, 0, 2
1, 6, 6
6, 1, 9
3, 4, 6
3, 6, 5
4, 9, 7
9, 6, 4
3, 9, 0
5, 6, 2
6, 3, 1
2, 0, 3
1, 9, 5
1, 4, 3
6, 9, 2
0, 6, 5
8, 7, 3
2, 1, 4
4, 2, 3
4, 5, 2
9, 1, 7
7, 4, 3
3, 1, 12
4, 3, 6
7, 5, 0
6, 2, 5
8, 1, 6
1, 0, 3
8, 9, 0
9, 4, 3
4, 0, 2
1, 2, 5
5, 7, 29
0, 8, 9
0, 4, 3
6, 7, 4
3, 8, 19
1, 5, 4
6, 5, 4
1, 8, 6
2, 8, 7
8, 0, 6
2, 7, 15
1, 7, 4
3, 2, 5
5, 8, 12
0, 5, 3
7, 3, 0
9, 8, 2
5, 0, 5
5, 4, 2
9, 2, 5
6, 4, 3
0, 7, 12
3, 5, 5
2, 3, 7
4, 7, 10
3, 7, 17
4, 1, 7
5, 1, 9
7, 8, 2
5, 3, 4
8, 5, 1
8, 6, 5
5, 2, 6
9, 5, 4
