approaching, opponent, attackcount
7, 5, 5
7, 9, 2
1, 4, 10
7, 2, 4
1, 5, 4
7, 6, 11
2, 0, 0
8, 0, 0
0, 4, 9
2, 6, 2
7, 3, 13
8, 2, 23
7, 8, 0
9, 0, 3
1, 9, 5
9, 8, 3
5, 8, 3
1, 8, 1
5, 3, 5
6, 9, 4
6, 7, 3
6, 5, 5
1, 0, 3
3, 5, 1
1, 6, 3
2, 7, 3
8, 3, 20
7, 1, 7
4, 0, 4
4, 2, 4
9, 2, 6
4, 5, 2
4, 6, 3
3, 8, 3
4, 9, 3
1, 2, 4
1, 7, 3
8, 7, 7
5, 6, 4
8, 9, 11
5, 0, 2
6, 0, 3
0, 2, 14
6, 2, 5
5, 4, 12
0, 6, 7
8, 6, 7
0, 9, 3
0, 1, 3
8, 4, 7
9, 3, 7
0, 8, 1
3, 9, 4
2, 5, 2
5, 1, 3
9, 7, 2
5, 7, 7
2, 9, 6
7, 0, 5
7, 4, 6
8, 1, 4
3, 4, 4
3, 6, 1
6, 4, 2
4, 8, 3
4, 3, 7
0, 5, 7
2, 3, 4
0, 3, 12
2, 1, 1
2, 4, 3
3, 0, 4
3, 1, 1
0, 7, 10
9, 6, 1
5, 2, 10
6, 8, 2
3, 2, 7
4, 1, 7
9, 1, 2
3, 7, 2
6, 1, 3
9, 5, 5
8, 5, 10
6, 3, 7
5, 9, 6
1, 3, 5
2, 8, 1
4, 7, 2
9, 4, 5
