approaching, opponent, attackcount
9, 6, 10
0, 6, 3
2, 5, 4
4, 1, 9
7, 9, 1
4, 8, 6
3, 6, 5
7, 4, 4
9, 3, 6
7, 2, 6
5, 7, 5
3, 4, 2
7, 1, 10
7, 5, 11
5, 4, 3
6, 7, 3
6, 9, 4
0, 4, 1
9, 7, 3
3, 9, 2
2, 6, 4
9, 8, 6
5, 9, 2
2, 0, 2
5, 0, 2
9, 2, 11
4, 9, 4
8, 3, 6
4, 0, 15
0, 1, 3
5, 2, 7
4, 7, 2
3, 1, 6
2, 8, 2
2, 1, 10
8, 6, 3
7, 6, 9
1, 9, 2
1, 4, 1
1, 6, 3
6, 2, 3
8, 7, 5
8, 2, 6
1, 0, 5
5, 6, 11
8, 1, 10
9, 4, 7
0, 7, 1
9, 5, 6
6, 1, 5
0, 3, 2
6, 5, 2
4, 2, 8
2, 4, 2
2, 3, 5
1, 2, 3
0, 5, 4
2, 7, 2
5, 8, 7
3, 0, 1
8, 4, 1
8, 5, 6
6, 0, 3
1, 7, 2
4, 6, 13
3, 5, 5
5, 1, 2
7, 0, 13
9, 1, 23
9, 0, 8
6, 3, 2
7, 3, 7
2, 9, 4
0, 2, 2
3, 2, 4
6, 4, 3
1, 5, 6
8, 9, 3
8, 0, 7
0, 8, 1
3, 7, 2
0, 9, 1
4, 3, 9
1, 3, 2
7, 8, 3
6, 8, 2
1, 8, 1
4, 5, 13
5, 3, 4
3, 8, 5
