self, opp, fightsavoided
5, 9, 7
5, 4, 3
5, 2, 6
1, 7, 3
0, 4, 2
9, 5, 8
2, 9, 2
8, 4, 6
1, 6, 2
5, 3, 6
6, 7, 6
0, 9, 2
1, 8, 8
3, 9, 4
0, 2, 3
1, 0, 6
6, 2, 8
9, 0, 7
6, 3, 8
6, 1, 4
0, 3, 1
7, 6, 7
8, 0, 4
8, 7, 3
8, 2, 3
4, 5, 6
8, 1, 4
3, 5, 10
3, 1, 3
7, 2, 4
6, 9, 4
1, 9, 1
2, 7, 2
5, 6, 10
9, 1, 5
2, 6, 6
9, 2, 7
0, 6, 1
1, 2, 2
0, 1, 8
8, 6, 4
8, 9, 3
3, 8, 6
9, 4, 4
7, 8, 8
4, 7, 5
3, 0, 3
4, 1, 1
5, 7, 5
9, 6, 2
3, 7, 7
2, 3, 11
5, 8, 3
9, 8, 8
3, 6, 8
4, 9, 9
1, 3, 5
2, 5, 4
9, 7, 7
6, 8, 8
9, 3, 8
7, 0, 2
0, 7, 0
3, 2, 4
6, 5, 13
7, 1, 7
5, 1, 4
4, 2, 1
4, 6, 10
4, 0, 3
7, 5, 4
1, 4, 2
4, 8, 10
7, 4, 6
1, 5, 3
2, 1, 2
3, 4, 3
0, 8, 3
2, 8, 6
2, 4, 7
8, 3, 3
7, 9, 10
6, 0, 5
0, 5, 8
8, 5, 2
4, 3, 6
7, 3, 4
6, 4, 1
5, 0, 4
2, 0, 6
